2660,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-02-08 11:15:00,2
2019-02-08 11:16:00,6
2019-02-08 11:17:00,1
2019-02-08 11:18:00,1
2019-02-08 11:19:00,17
2019-02-08 11:20:00,21
2019-02-08 11:21:00,6
2019-02-08 11:22:00,2
2019-02-08 11:23:00,2
2019-02-08 11:24:00,12
2019-02-08 11:25:00,7
2019-02-08 11:26:00,1
2019-02-08 11:27:00,17
2019-02-08 11:28:00,7
2019-02-08 11:29:00,2
2019-02-08 11:30:00,15
2019-02-08 11:31:00,6
2019-02-08 11:32:00,2
2019-02-08 11:33:00,7
2019-02-08 11:34:00,7
2019-02-08 11:35:00,5
2019-02-08 11:36:00,7
2019-02-08 11:37:00,6
2019-02-08 11:38:00,14
2019-02-08 11:39:00,8
2019-02-08 11:40:00,1
2019-02-08 11:41:00,3
2019-02-08 11:42:00,19
2019-02-08 11:43:00,3
2019-02-08 11:44:00,16
2019-02-08 11:45:00,3
2019-02-08 11:46:00,18
2019-02-08 11:47:00,8
2019-02-08 11:48:00,5
2019-02-08 11:49:00,5
2019-02-08 11:50:00,8
2019-02-08 11:51:00,2
2019-02-08 11:52:00,11
2019-02-08 11:53:00,10
2019-02-08 11:54:00,6
2019-02-08 11:55:00,6
2019-02-08 11:56:00,9
2019-02-08 11:57:00,6
2019-02-08 11:58:00,7
2019-02-08 11:59:00,22
2019-02-08 12:00:00,2
2019-02-08 12:01:00,11
2019-02-08 12:02:00,12
2019-02-08 12:03:00,22
2019-02-08 12:04:00,1
2019-02-08 12:05:00,7
2019-02-08 12:06:00,4
2019-02-08 12:07:00,4
2019-02-08 12:08:00,1
2019-02-08 12:09:00,5
2019-02-08 12:10:00,7
2019-02-08 12:11:00,8
2019-02-08 12:12:00,6
2019-02-08 12:13:00,9
2019-02-08 12:14:00,16
2019-02-08 12:15:00,12
2019-02-08 12:16:00,3
2019-02-08 12:17:00,10
2019-02-08 12:18:00,11
2019-02-08 12:19:00,8
2019-02-08 12:20:00,9
2019-02-08 12:21:00,5
2019-02-08 12:22:00,1
2019-02-08 12:23:00,1
2019-02-08 12:24:00,10
2019-02-08 12:25:00,1
2019-02-08 12:26:00,12
2019-02-08 12:27:00,3
2019-02-08 12:28:00,28
2019-02-08 12:29:00,13
2019-02-08 12:30:00,7
2019-02-08 12:31:00,16
2019-02-08 12:32:00,1
2019-02-08 12:33:00,3
2019-02-08 12:36:00,3
2019-02-08 12:37:00,7
2019-02-08 12:38:00,27
2019-02-08 12:39:00,2
2019-02-08 12:40:00,4
2019-02-08 12:41:00,1
2019-02-08 12:42:00,12
2019-02-08 12:43:00,11
2019-02-08 12:44:00,9
2019-02-08 12:45:00,11
2019-02-08 12:46:00,12
2019-02-08 12:47:00,11
2019-02-08 12:48:00,8
2019-02-08 12:49:00,19
2019-02-08 12:50:00,16
2019-02-08 12:51:00,11
2019-02-08 12:52:00,9
2019-02-08 12:53:00,14
2019-02-08 12:54:00,13
2019-02-08 12:55:00,23
2019-02-08 12:56:00,10
2019-02-08 12:57:00,9
