216,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-02-08 00:31:00,3
2019-02-08 00:32:00,22
2019-02-08 01:01:00,6
2019-02-08 01:02:00,13
2019-02-08 05:31:00,9
2019-02-08 05:32:00,1
2019-02-08 06:01:00,3
2019-02-08 06:32:00,22
2019-02-08 06:33:00,23
2019-02-08 07:31:00,7
2019-02-08 07:32:00,7
2019-02-08 08:01:00,7
2019-02-08 08:02:00,3
2019-02-08 12:01:00,5
2019-02-08 12:02:00,2
2019-02-08 12:32:00,2
2019-02-08 13:01:00,4
2019-02-08 13:02:00,20
2019-02-08 13:31:00,8
2019-02-08 13:32:00,3
2019-02-08 14:01:00,2
2019-02-08 15:01:00,7
2019-02-08 15:02:00,20
2019-02-08 15:32:00,9
2019-02-08 16:01:00,2
2019-02-08 19:01:00,5
2019-02-08 19:02:00,1
