4968,"select psfSigma1_z, psfSigma2_z, psfB_z, psfP0_z, psfBeta_z, psfSigmaP_z, psfSigma1_u, psfSigma2_u, psfB_u, psfP0_u, psfBeta_u, psfSigmaP_u, psfSigma1_g, psfSigma2_g, psfB_g, psfP0_g, psfBeta_g, psfSigmaP_g, psfSigma1_r, psfSigma2_r, psfB_r, psfP0_r, psfBeta_r, psfSigmaP_r, psfSigma1_i, psfSigma2_i, psfB_i, psfP0_i, psfBeta_i, psfSigmaP_i from Field where run = # and rerun = # and camcol = # and field = #"
2019-02-08 12:05:00,1
2019-02-08 12:07:00,1
2019-02-08 12:11:00,1
2019-02-08 12:12:00,1
2019-02-08 12:13:00,1
2019-02-08 12:16:00,1
2019-02-08 12:50:00,1
2019-02-08 12:57:00,1
2019-02-08 13:53:00,1
2019-02-08 13:54:00,2
2019-02-08 14:05:00,2
2019-02-08 14:06:00,46
2019-02-08 14:07:00,10
2019-02-08 14:08:00,2
2019-02-08 14:09:00,8
2019-02-08 14:10:00,5
2019-02-08 14:11:00,5
2019-02-08 14:12:00,20
2019-02-08 14:13:00,16
2019-02-08 14:14:00,4
2019-02-08 14:15:00,15
2019-02-08 14:16:00,9
2019-02-08 14:17:00,6
2019-02-08 14:19:00,15
2019-02-08 14:20:00,10
2019-02-08 14:21:00,10
2019-02-08 14:22:00,15
2019-02-08 14:24:00,1
2019-02-08 14:25:00,19
2019-02-08 14:26:00,10
2019-02-08 14:27:00,20
2019-02-08 14:28:00,7
2019-02-08 14:29:00,13
2019-02-08 14:31:00,20
2019-02-08 14:32:00,10
2019-02-08 14:33:00,5
2019-02-08 14:34:00,10
2019-02-08 14:39:00,7
2019-02-08 14:40:00,43
2019-02-08 14:41:00,5
2019-02-08 14:42:00,20
2019-02-08 14:43:00,5
2019-02-08 14:44:00,15
2019-02-08 14:45:00,10
2019-02-08 14:46:00,10
2019-02-08 14:53:00,26
2019-02-08 14:54:00,24
2019-02-08 14:55:00,15
2019-02-08 14:59:00,21
2019-02-08 15:00:00,9
2019-02-08 15:01:00,15
2019-02-08 15:02:00,10
2019-02-08 15:03:00,5
2019-02-08 15:10:00,49
2019-02-08 15:11:00,1
2019-02-08 15:17:00,36
2019-02-08 15:18:00,15
2019-02-08 15:19:00,4
2019-02-08 15:20:00,20
2019-02-08 15:21:00,5
2019-02-08 15:22:00,5
2019-02-08 15:23:00,14
2019-02-08 15:24:00,6
2019-02-08 15:25:00,20
2019-02-08 15:26:00,10
2019-02-08 15:27:00,11
2019-02-08 15:28:00,13
2019-02-08 15:29:00,6
2019-02-08 15:34:00,2
2019-02-08 15:35:00,48
2019-02-08 15:43:00,50
2019-02-08 15:44:00,10
2019-02-08 15:45:00,10
2019-02-08 15:46:00,5
2019-02-08 15:47:00,20
2019-02-08 15:48:00,10
2019-02-08 15:49:00,10
2019-02-08 15:54:00,1
2019-02-08 15:55:00,49
2019-02-08 15:56:00,10
2019-02-08 15:57:00,10
2019-02-08 15:58:00,10
2019-02-08 16:06:00,50
2019-02-08 16:07:00,5
2019-02-08 16:08:00,15
2019-02-08 16:10:00,15
2019-02-08 16:11:00,10
2019-02-08 16:12:00,10
2019-02-08 16:13:00,10
2019-02-08 16:14:00,10
2019-02-08 16:15:00,10
2019-02-08 16:17:00,20
2019-02-08 16:23:00,43
2019-02-08 16:24:00,12
2019-02-08 16:26:00,25
2019-02-08 16:27:00,7
2019-02-08 16:28:00,13
2019-02-08 16:29:00,5
2019-02-08 16:30:00,5
2019-02-08 16:32:00,20
2019-02-08 16:34:00,15
2019-02-08 16:36:00,10
2019-02-08 16:37:00,10
2019-02-08 16:38:00,15
2019-02-08 16:40:00,15
2019-02-08 16:46:00,10
2019-02-08 16:47:00,40
2019-02-08 16:49:00,20
2019-02-08 16:56:00,50
2019-02-08 16:59:00,5
2019-02-08 17:01:00,5
2019-02-08 17:02:00,17
2019-02-08 17:03:00,3
2019-02-08 17:07:00,16
2019-02-08 17:08:00,24
2019-02-08 17:09:00,10
2019-02-08 17:10:00,10
2019-02-08 17:17:00,1
2019-02-08 17:18:00,49
2019-02-08 17:19:00,6
2019-02-08 17:20:00,4
2019-02-08 17:26:00,50
2019-02-08 17:28:00,19
2019-02-08 17:29:00,11
2019-02-08 17:30:00,5
2019-02-08 17:31:00,15
2019-02-08 17:32:00,10
2019-02-08 17:38:00,4
2019-02-08 17:39:00,46
2019-02-08 17:40:00,10
2019-02-08 17:41:00,15
2019-02-08 17:42:00,5
2019-02-08 17:50:00,38
2019-02-08 17:51:00,17
2019-02-08 17:53:00,10
2019-02-08 17:54:00,15
2019-02-08 17:55:00,5
2019-02-08 17:56:00,13
2019-02-08 17:57:00,7
2019-02-08 17:58:00,20
2019-02-08 18:01:00,3
2019-02-08 18:02:00,47
2019-02-08 18:03:00,5
2019-02-08 18:04:00,13
2019-02-08 18:05:00,12
2019-02-08 18:06:00,20
2019-02-08 18:08:00,10
2019-02-08 18:09:00,5
2019-02-08 18:12:00,15
2019-02-08 18:13:00,10
2019-02-08 18:15:00,15
2019-02-08 18:16:00,10
2019-02-08 18:17:00,10
2019-02-08 18:18:00,2
2019-02-08 18:19:00,18
2019-02-08 18:20:00,15
2019-02-08 18:27:00,33
2019-02-08 18:28:00,17
2019-02-08 18:29:00,5
2019-02-08 18:30:00,14
2019-02-08 18:31:00,6
2019-02-08 18:33:00,10
2019-02-08 18:34:00,5
2019-02-08 18:39:00,5
2019-02-08 18:40:00,45
2019-02-08 18:47:00,33
2019-02-08 18:48:00,17
2019-02-08 18:53:00,19
2019-02-08 18:54:00,30
2019-02-08 18:55:00,10
2019-02-08 18:56:00,15
2019-02-08 18:57:00,10
2019-02-08 18:58:00,15
2019-02-08 18:59:00,10
2019-02-08 19:00:00,5
2019-02-08 19:01:00,20
2019-02-08 19:02:00,10
2019-02-08 19:03:00,15
2019-02-08 19:07:00,20
2019-02-08 19:14:00,17
2019-02-08 19:15:00,33
2019-02-08 19:16:00,3
2019-02-08 19:17:00,20
2019-02-08 19:18:00,7
2019-02-08 19:19:00,14
2019-02-08 19:20:00,11
2019-02-08 19:21:00,15
2019-02-08 19:26:00,50
2019-02-08 19:27:00,10
2019-02-08 19:28:00,10
2019-02-08 19:34:00,45
2019-02-08 19:35:00,5
2019-02-08 19:41:00,26
2019-02-08 19:42:00,24
2019-02-08 19:43:00,10
2019-02-08 19:49:00,50
2019-02-08 19:51:00,10
2019-02-08 19:52:00,15
2019-02-08 19:53:00,5
2019-02-08 19:54:00,20
2019-02-08 19:55:00,5
2019-02-08 19:56:00,4
2019-02-08 19:57:00,10
2019-02-08 19:58:00,18
2019-02-08 19:59:00,7
2019-02-08 20:01:00,25
2019-02-08 20:02:00,5
2019-02-08 20:03:00,10
2019-02-08 20:04:00,5
2019-02-08 20:05:00,14
2019-02-08 20:06:00,6
2019-02-08 20:07:00,10
2019-02-08 20:08:00,10
2019-02-08 20:09:00,15
2019-02-08 20:11:00,25
2019-02-08 20:12:00,11
2019-02-08 20:13:00,14
2019-02-08 20:14:00,10
2019-02-08 20:18:00,18
2019-02-08 20:19:00,12
2019-02-08 20:20:00,15
2019-02-08 20:21:00,5
2019-02-08 20:22:00,5
2019-02-08 20:23:00,5
2019-02-08 20:24:00,5
2019-02-08 20:25:00,10
2019-02-08 20:26:00,10
2019-02-08 20:33:00,50
2019-02-08 20:34:00,6
2019-02-08 20:35:00,12
2019-02-08 20:36:00,12
2019-02-08 20:41:00,25
2019-02-08 20:49:00,50
2019-02-08 20:50:00,5
2019-02-08 20:59:00,50
2019-02-08 21:00:00,5
2019-02-08 21:02:00,25
2019-02-08 21:03:00,5
2019-02-08 21:04:00,10
2019-02-08 21:10:00,16
2019-02-08 21:11:00,34
2019-02-08 21:12:00,15
2019-02-08 21:13:00,10
2019-02-08 21:14:00,5
2019-02-08 21:15:00,10
2019-02-08 21:16:00,10
2019-02-08 21:18:00,11
2019-02-08 21:19:00,4
2019-02-08 21:20:00,20
2019-02-08 21:21:00,5
2019-02-08 21:27:00,13
2019-02-08 21:28:00,37
2019-02-08 21:29:00,12
2019-02-08 21:30:00,3
2019-02-08 21:31:00,10
2019-02-08 21:32:00,10
2019-02-08 21:37:00,50
2019-02-08 21:38:00,5
2019-02-08 21:39:00,5
2019-02-08 21:40:00,20
2019-02-08 21:47:00,10
2019-02-08 21:48:00,40
2019-02-08 21:49:00,5
2019-02-08 21:53:00,29
2019-02-08 21:54:00,10
2019-02-08 21:55:00,1
2019-02-08 21:56:00,20
2019-02-08 22:04:00,50
2019-02-08 22:05:00,5
2019-02-08 22:07:00,18
2019-02-08 22:11:00,50
2019-02-08 22:12:00,1
2019-02-08 22:13:00,14
2019-02-08 22:16:00,30
2019-02-08 22:17:00,20
2019-02-08 22:18:00,10
2019-02-08 22:19:00,7
2019-02-08 22:20:00,18
2019-02-08 22:21:00,15
2019-02-08 22:22:00,15
2019-02-08 22:23:00,5
2019-02-08 22:27:00,7
2019-02-08 22:28:00,33
2019-02-08 22:30:00,15
2019-02-08 22:33:00,3
2019-02-08 22:34:00,42
2019-02-08 22:40:00,48
2019-02-08 22:41:00,7
2019-02-08 22:42:00,10
2019-02-08 22:43:00,10
2019-02-08 22:44:00,5
2019-02-08 22:46:00,37
2019-02-08 22:47:00,8
2019-02-08 22:53:00,50
2019-02-08 22:55:00,20
2019-02-08 22:56:00,10
2019-02-08 22:57:00,5
2019-02-08 22:58:00,20
2019-02-08 22:59:00,10
2019-02-08 23:00:00,12
2019-02-08 23:01:00,13
2019-02-08 23:02:00,10
2019-02-08 23:08:00,50
2019-02-08 23:09:00,5
2019-02-08 23:10:00,15
2019-02-08 23:11:00,5
2019-02-08 23:12:00,15
2019-02-08 23:17:00,5
2019-02-08 23:18:00,43
2019-02-08 23:21:00,13
2019-02-08 23:22:00,37
2019-02-08 23:28:00,4
2019-02-08 23:29:00,46
2019-02-08 23:31:00,15
2019-02-08 23:33:00,25
2019-02-08 23:40:00,48
2019-02-08 23:41:00,2
2019-02-08 23:42:00,20
2019-02-08 23:49:00,7
2019-02-08 23:50:00,43
2019-02-08 23:51:00,5
2019-02-08 23:54:00,25
2019-02-08 23:55:00,5
