26,select * from galSpecIndx where specObjId=#
2019-02-08 00:59:00,1
2019-02-08 02:22:00,1
2019-02-08 02:23:00,1
2019-02-08 02:35:00,1
2019-02-08 02:54:00,1
2019-02-08 03:13:00,1
2019-02-08 05:17:00,1
2019-02-08 09:53:00,1
2019-02-08 10:12:00,1
2019-02-08 10:52:00,1
2019-02-08 12:02:00,1
2019-02-08 13:23:00,1
2019-02-08 13:41:00,1
2019-02-08 14:09:00,1
2019-02-08 14:26:00,1
2019-02-08 15:28:00,1
2019-02-08 15:38:00,1
2019-02-08 15:43:00,1
2019-02-08 16:24:00,1
2019-02-08 16:27:00,1
2019-02-08 17:45:00,1
2019-02-08 17:57:00,1
2019-02-08 18:10:00,1
2019-02-08 23:38:00,1
2019-02-08 23:39:00,1
2019-02-08 23:52:00,1
