48,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-02-08 02:42:00,4
2019-02-08 02:43:00,2
2019-02-08 02:45:00,2
2019-02-08 02:47:00,2
2019-02-08 02:53:00,2
2019-02-08 03:07:00,1
2019-02-08 03:08:00,3
2019-02-08 03:10:00,1
2019-02-08 03:13:00,2
2019-02-08 03:27:00,1
2019-02-08 03:28:00,10
2019-02-08 03:29:00,2
2019-02-08 03:31:00,2
2019-02-08 03:34:00,2
2019-02-08 08:45:00,8
2019-02-08 08:46:00,1
2019-02-08 08:48:00,1
2019-02-08 08:51:00,2
