5548,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-08 11:15:00,1
2019-02-08 11:16:00,36
2019-02-08 11:17:00,49
2019-02-08 11:18:00,55
2019-02-08 11:19:00,34
2019-02-08 11:20:00,30
2019-02-08 11:21:00,34
2019-02-08 11:22:00,55
2019-02-08 11:23:00,46
2019-02-08 11:24:00,34
2019-02-08 11:25:00,41
2019-02-08 11:26:00,47
2019-02-08 11:27:00,33
2019-02-08 11:28:00,36
2019-02-08 11:29:00,54
2019-02-08 11:31:00,16
2019-02-08 11:32:00,49
2019-02-08 11:33:00,50
2019-02-08 11:34:00,26
2019-02-08 11:35:00,49
2019-02-08 11:36:00,46
2019-02-08 11:37:00,44
2019-02-08 11:38:00,35
2019-02-08 11:39:00,36
2019-02-08 11:40:00,56
2019-02-08 11:41:00,43
2019-02-08 11:42:00,30
2019-02-08 11:43:00,45
2019-02-08 11:44:00,35
2019-02-08 11:45:00,49
2019-02-08 11:46:00,31
2019-02-08 11:48:00,19
2019-02-08 11:49:00,49
2019-02-08 11:50:00,42
2019-02-08 11:51:00,52
2019-02-08 11:52:00,35
2019-02-08 11:53:00,41
2019-02-08 11:54:00,39
2019-02-08 11:55:00,39
2019-02-08 11:56:00,47
2019-02-08 11:57:00,37
2019-02-08 11:58:00,50
2019-02-08 11:59:00,30
2019-02-08 12:00:00,45
2019-02-08 12:01:00,40
2019-02-08 12:02:00,40
2019-02-08 12:03:00,23
2019-02-08 12:04:00,47
2019-02-08 12:05:00,44
2019-02-08 12:06:00,45
2019-02-08 12:07:00,43
2019-02-08 12:08:00,47
2019-02-08 12:09:00,50
2019-02-08 12:10:00,42
2019-02-08 12:11:00,44
2019-02-08 12:12:00,41
2019-02-08 12:13:00,51
2019-02-08 12:14:00,35
2019-02-08 12:15:00,40
2019-02-08 12:16:00,52
2019-02-08 12:17:00,41
2019-02-08 12:18:00,34
2019-02-08 12:19:00,45
2019-02-08 12:21:00,19
2019-02-08 12:22:00,49
2019-02-08 12:23:00,56
2019-02-08 12:24:00,41
2019-02-08 12:25:00,50
2019-02-08 12:26:00,34
2019-02-08 12:27:00,51
2019-02-08 12:28:00,22
2019-02-08 12:29:00,33
2019-02-08 12:31:00,8
2019-02-08 12:32:00,52
2019-02-08 12:33:00,39
2019-02-08 12:34:00,1
2019-02-08 12:36:00,19
2019-02-08 12:37:00,13
2019-02-08 12:38:00,9
2019-02-08 12:39:00,20
2019-02-08 12:40:00,14
2019-02-08 12:41:00,20
2019-02-08 12:42:00,14
2019-02-08 12:43:00,15
2019-02-08 12:44:00,16
2019-02-08 12:45:00,14
2019-02-08 12:46:00,15
2019-02-08 12:47:00,15
2019-02-08 12:48:00,17
2019-02-08 12:49:00,12
2019-02-08 12:50:00,16
2019-02-08 12:51:00,15
