11,"select yy, mm, dd, hh, mi, ss,  logID, clientIP, op, command, error, browser,  isvisible, referer, bytesOut, bytesIn, elapsed  into weblogall2#_#_#h_to_#_#h  from weblogall  where yy = #   and mm between # and #   and dd between # and #   and hh between # and #"
2019-08-16 08:57:00,1
2019-08-16 09:31:00,1
2019-08-16 11:51:00,1
2019-08-16 12:17:00,1
2019-08-16 12:42:00,1
2019-08-16 13:14:00,1
2019-08-16 13:39:00,1
2019-08-16 14:20:00,1
2019-08-16 15:02:00,1
2019-08-16 15:51:00,1
2019-08-16 16:42:00,1
