11,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-16 13:59:00,1
2019-08-16 14:04:00,1
2019-08-16 14:08:00,1
2019-08-16 14:17:00,1
2019-08-16 14:21:00,1
2019-08-16 14:23:00,1
2019-08-16 14:31:00,1
2019-08-16 14:38:00,1
2019-08-16 14:41:00,1
2019-08-16 15:14:00,1
2019-08-16 15:19:00,1
