146,"SELECT ra,dec,u,err_u,g,err_g,r,err_r,i,err_i,z,err_z FROM Star WHERE ra BETWEEN # AND # AND dec BETWEEN # and # AND g<#"
2019-08-16 07:31:00,10
2019-08-16 15:15:00,1
2019-08-16 15:19:00,1
2019-08-16 15:22:00,1
2019-08-16 15:27:00,1
2019-08-16 15:30:00,2
2019-08-16 15:36:00,1
2019-08-16 15:37:00,1
2019-08-16 15:41:00,1
2019-08-16 15:44:00,1
2019-08-16 15:45:00,1
2019-08-16 15:54:00,2
2019-08-16 15:56:00,1
2019-08-16 15:59:00,2
2019-08-16 16:11:00,2
2019-08-16 16:12:00,1
2019-08-16 16:15:00,1
2019-08-16 16:27:00,1
2019-08-16 16:30:00,1
2019-08-16 16:36:00,1
2019-08-16 16:42:00,1
2019-08-16 16:46:00,1
2019-08-16 16:53:00,1
2019-08-16 17:00:00,1
2019-08-16 17:08:00,1
2019-08-16 17:15:00,1
2019-08-16 17:17:00,1
2019-08-16 17:24:00,1
2019-08-16 17:31:00,1
2019-08-16 17:37:00,1
2019-08-16 17:39:00,1
2019-08-16 17:45:00,1
2019-08-16 17:47:00,1
2019-08-16 17:51:00,1
2019-08-16 17:58:00,1
2019-08-16 17:59:00,1
2019-08-16 18:02:00,1
2019-08-16 18:09:00,1
2019-08-16 18:20:00,1
2019-08-16 18:26:00,2
2019-08-16 18:30:00,1
2019-08-16 18:31:00,1
2019-08-16 18:36:00,1
2019-08-16 18:38:00,1
2019-08-16 18:39:00,1
2019-08-16 18:45:00,2
2019-08-16 18:54:00,1
2019-08-16 18:59:00,1
2019-08-16 19:05:00,1
2019-08-16 19:10:00,2
2019-08-16 19:11:00,1
2019-08-16 19:15:00,2
2019-08-16 19:22:00,2
2019-08-16 19:29:00,2
2019-08-16 19:35:00,1
2019-08-16 19:40:00,1
2019-08-16 19:44:00,2
2019-08-16 19:50:00,1
2019-08-16 19:56:00,1
2019-08-16 20:01:00,1
2019-08-16 20:06:00,1
2019-08-16 20:11:00,1
2019-08-16 20:16:00,2
2019-08-16 20:21:00,2
2019-08-16 20:27:00,2
2019-08-16 20:31:00,2
2019-08-16 20:36:00,1
2019-08-16 20:41:00,1
2019-08-16 20:46:00,1
2019-08-16 20:56:00,1
2019-08-16 20:57:00,1
2019-08-16 21:01:00,1
2019-08-16 21:02:00,1
2019-08-16 21:04:00,1
2019-08-16 21:06:00,1
2019-08-16 21:11:00,4
2019-08-16 21:15:00,2
2019-08-16 21:22:00,2
2019-08-16 21:26:00,2
2019-08-16 21:31:00,1
2019-08-16 21:39:00,2
2019-08-16 21:42:00,1
2019-08-16 21:46:00,1
2019-08-16 21:47:00,1
2019-08-16 21:56:00,1
2019-08-16 22:01:00,1
2019-08-16 22:07:00,1
2019-08-16 22:15:00,1
2019-08-16 22:20:00,1
2019-08-16 22:25:00,4
2019-08-16 22:29:00,1
2019-08-16 22:36:00,1
2019-08-16 22:41:00,1
2019-08-16 22:48:00,1
2019-08-16 22:58:00,1
2019-08-16 23:02:00,1
2019-08-16 23:07:00,1
2019-08-16 23:25:00,3
2019-08-16 23:33:00,1
2019-08-16 23:34:00,1
2019-08-16 23:38:00,1
2019-08-16 23:40:00,1
2019-08-16 23:42:00,1
2019-08-16 23:46:00,1
2019-08-16 23:48:00,1
2019-08-16 23:50:00,1
2019-08-16 23:52:00,1
2019-08-16 23:55:00,1
2019-08-16 23:56:00,1
2019-08-16 23:58:00,1
