106,"select [enum], [name], [type], [length], [unit], [ucd], [description] from dbo.fDocColumns(&&&) ORDER BY [columnID]"
2019-12-17 01:13:00,2
2019-12-17 02:29:00,1
2019-12-17 02:44:00,1
2019-12-17 02:47:00,2
2019-12-17 02:49:00,1
2019-12-17 03:21:00,3
2019-12-17 03:22:00,1
2019-12-17 03:26:00,1
2019-12-17 03:27:00,1
2019-12-17 03:49:00,1
2019-12-17 04:28:00,1
2019-12-17 04:43:00,1
2019-12-17 04:44:00,1
2019-12-17 05:04:00,1
2019-12-17 05:11:00,2
2019-12-17 05:41:00,1
2019-12-17 05:45:00,1
2019-12-17 05:46:00,1
2019-12-17 05:47:00,1
2019-12-17 05:48:00,2
2019-12-17 05:49:00,1
2019-12-17 05:51:00,1
2019-12-17 06:12:00,1
2019-12-17 06:23:00,4
2019-12-17 06:32:00,1
2019-12-17 06:33:00,1
2019-12-17 06:35:00,1
2019-12-17 06:36:00,3
2019-12-17 06:40:00,1
2019-12-17 06:42:00,1
2019-12-17 06:44:00,1
2019-12-17 06:46:00,1
2019-12-17 07:05:00,1
2019-12-17 07:06:00,1
2019-12-17 07:15:00,1
2019-12-17 07:18:00,1
2019-12-17 07:32:00,2
2019-12-17 07:45:00,1
2019-12-17 07:47:00,1
2019-12-17 08:11:00,2
2019-12-17 08:17:00,1
2019-12-17 08:18:00,1
2019-12-17 08:19:00,4
2019-12-17 08:31:00,1
2019-12-17 08:39:00,1
2019-12-17 08:44:00,1
2019-12-17 08:46:00,2
2019-12-17 08:49:00,1
2019-12-17 08:51:00,1
2019-12-17 08:52:00,1
2019-12-17 09:32:00,1
2019-12-17 10:02:00,2
2019-12-17 10:12:00,1
2019-12-17 10:26:00,1
2019-12-17 10:33:00,1
2019-12-17 10:36:00,1
2019-12-17 10:38:00,1
2019-12-17 10:46:00,1
2019-12-17 10:54:00,1
2019-12-17 11:29:00,1
2019-12-17 11:30:00,1
2019-12-17 11:43:00,1
2019-12-17 12:00:00,1
2019-12-17 12:31:00,2
2019-12-17 12:33:00,2
2019-12-17 12:38:00,1
2019-12-17 13:04:00,1
2019-12-17 13:13:00,1
2019-12-17 15:17:00,1
2019-12-17 15:19:00,1
2019-12-17 15:37:00,1
2019-12-17 15:38:00,1
2019-12-17 15:39:00,2
2019-12-17 15:44:00,2
2019-12-17 16:08:00,2
2019-12-17 16:09:00,2
2019-12-17 17:48:00,1
2019-12-17 17:54:00,1
2019-12-17 17:56:00,3
2019-12-17 21:12:00,1
