10,"SELECT TOP # p.objId,p.ra,p.dec,p.petror9#_r, p.expAB_r,     p.dered_u as u, p.dered_g as g, p.dered_r as r, p.dered_i as i,      s.z, s.plate, s.mjd, s.fiberid FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE p.petror9#_r > #   and p.ra between # and #   and s.z between # and #   and p.g < #"
2019-12-17 02:08:00,1
2019-12-17 02:10:00,1
2019-12-17 02:11:00,1
2019-12-17 02:12:00,2
2019-12-17 02:13:00,2
2019-12-17 02:52:00,2
2019-12-17 07:18:00,1
