10,SELECT * FROM SDSS__DR1#
2019-12-17 10:36:00,1
2019-12-17 10:46:00,1
2019-12-17 10:55:00,2
2019-12-17 10:56:00,1
2019-12-17 10:57:00,1
2019-12-17 11:03:00,1
2019-12-17 11:11:00,1
2019-12-17 11:17:00,1
2019-12-17 11:18:00,1
