4148,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-12-17 00:00:00,1
2019-12-17 00:02:00,1
2019-12-17 00:05:00,1
2019-12-17 00:07:00,2
2019-12-17 00:10:00,2
2019-12-17 00:11:00,1
2019-12-17 00:12:00,1
2019-12-17 00:14:00,1
2019-12-17 00:17:00,1
2019-12-17 00:20:00,1
2019-12-17 00:22:00,1
2019-12-17 00:24:00,1
2019-12-17 00:26:00,1
2019-12-17 00:29:00,7
2019-12-17 00:32:00,1
2019-12-17 00:35:00,1
2019-12-17 00:38:00,4
2019-12-17 00:39:00,10
2019-12-17 00:41:00,1
2019-12-17 00:45:00,1
2019-12-17 00:47:00,1
2019-12-17 00:48:00,1
2019-12-17 00:51:00,1
2019-12-17 00:53:00,1
2019-12-17 00:55:00,2
2019-12-17 00:58:00,1
2019-12-17 01:01:00,1
2019-12-17 01:03:00,1
2019-12-17 01:06:00,1
2019-12-17 01:08:00,1
2019-12-17 01:12:00,1
2019-12-17 01:14:00,1
2019-12-17 01:17:00,1
2019-12-17 01:19:00,1
2019-12-17 01:20:00,1
2019-12-17 01:23:00,1
2019-12-17 01:25:00,1
2019-12-17 01:28:00,1
2019-12-17 01:30:00,1
2019-12-17 01:32:00,1
2019-12-17 01:36:00,1
2019-12-17 01:40:00,6
2019-12-17 01:43:00,3
2019-12-17 01:46:00,2
2019-12-17 01:49:00,1
2019-12-17 01:51:00,1
2019-12-17 01:54:00,1
2019-12-17 01:56:00,1
2019-12-17 01:58:00,1
2019-12-17 01:59:00,1
2019-12-17 02:02:00,1
2019-12-17 02:05:00,1
2019-12-17 02:06:00,1
2019-12-17 02:07:00,1
2019-12-17 02:09:00,1
2019-12-17 02:10:00,3
2019-12-17 02:13:00,1
2019-12-17 02:16:00,2
2019-12-17 02:20:00,2
2019-12-17 02:24:00,1
2019-12-17 02:26:00,1
2019-12-17 02:29:00,1
2019-12-17 02:32:00,1
2019-12-17 02:36:00,1
2019-12-17 02:38:00,3
2019-12-17 02:40:00,1
2019-12-17 02:43:00,1
2019-12-17 02:46:00,1
2019-12-17 02:48:00,1
2019-12-17 02:51:00,1
2019-12-17 02:52:00,9
2019-12-17 02:53:00,2
2019-12-17 02:55:00,1
2019-12-17 02:57:00,1
2019-12-17 03:00:00,1
2019-12-17 03:03:00,3
2019-12-17 03:05:00,1
2019-12-17 03:08:00,1
2019-12-17 03:10:00,1
2019-12-17 03:13:00,1
2019-12-17 03:16:00,1
2019-12-17 03:18:00,25
2019-12-17 03:21:00,1
2019-12-17 03:25:00,1
2019-12-17 03:28:00,1
2019-12-17 03:29:00,1
2019-12-17 03:31:00,1
2019-12-17 03:34:00,4
2019-12-17 03:37:00,2
2019-12-17 03:40:00,1
2019-12-17 03:43:00,1
2019-12-17 03:45:00,1
2019-12-17 03:48:00,1
2019-12-17 03:50:00,7
2019-12-17 03:51:00,1
2019-12-17 03:53:00,1
2019-12-17 03:56:00,5
2019-12-17 03:58:00,10
2019-12-17 03:59:00,1
2019-12-17 04:01:00,1
2019-12-17 04:04:00,1
2019-12-17 04:06:00,1
2019-12-17 04:09:00,1
2019-12-17 04:12:00,1
2019-12-17 04:14:00,2
2019-12-17 04:16:00,1
2019-12-17 04:18:00,1
2019-12-17 04:21:00,9
2019-12-17 04:24:00,1
2019-12-17 04:26:00,1
2019-12-17 04:28:00,1
2019-12-17 04:29:00,1
2019-12-17 04:31:00,1
2019-12-17 04:33:00,1
2019-12-17 04:34:00,1
2019-12-17 04:36:00,1
2019-12-17 04:38:00,1
2019-12-17 04:41:00,1
2019-12-17 04:45:00,2
2019-12-17 04:47:00,1
2019-12-17 04:50:00,1
2019-12-17 04:52:00,1
2019-12-17 04:54:00,1
2019-12-17 04:57:00,1
2019-12-17 05:00:00,1
2019-12-17 05:03:00,1
2019-12-17 05:06:00,1
2019-12-17 05:09:00,1
2019-12-17 05:11:00,1
2019-12-17 05:13:00,2
2019-12-17 05:15:00,1
2019-12-17 05:18:00,1
2019-12-17 05:21:00,1
2019-12-17 05:23:00,3
2019-12-17 05:26:00,1
2019-12-17 05:27:00,1
2019-12-17 05:30:00,2
2019-12-17 05:33:00,1
2019-12-17 05:35:00,2
2019-12-17 05:37:00,1
2019-12-17 05:39:00,1
2019-12-17 05:41:00,1
2019-12-17 05:46:00,1
2019-12-17 05:48:00,1
2019-12-17 05:51:00,1
2019-12-17 05:53:00,1
2019-12-17 05:56:00,1
2019-12-17 05:59:00,1
2019-12-17 06:02:00,1
2019-12-17 06:05:00,1
2019-12-17 06:08:00,1
2019-12-17 06:10:00,1
2019-12-17 06:12:00,1
2019-12-17 06:15:00,9
2019-12-17 06:17:00,2
2019-12-17 06:20:00,1
2019-12-17 06:22:00,1
2019-12-17 06:24:00,1
2019-12-17 06:28:00,1
2019-12-17 06:31:00,1
2019-12-17 06:32:00,1
2019-12-17 06:35:00,14
2019-12-17 06:38:00,2
2019-12-17 06:41:00,1
2019-12-17 06:43:00,1
2019-12-17 06:45:00,1
2019-12-17 06:48:00,1
2019-12-17 06:50:00,1
2019-12-17 06:53:00,1
2019-12-17 06:56:00,1
2019-12-17 06:58:00,2
2019-12-17 06:59:00,11
2019-12-17 07:00:00,1
2019-12-17 07:02:00,1
2019-12-17 07:04:00,1
2019-12-17 07:05:00,1
2019-12-17 07:08:00,1
2019-12-17 07:09:00,1
2019-12-17 07:11:00,1
2019-12-17 07:14:00,1
2019-12-17 07:16:00,2
2019-12-17 07:18:00,1
2019-12-17 07:20:00,1
2019-12-17 07:22:00,2
2019-12-17 07:25:00,2
2019-12-17 07:27:00,1
2019-12-17 07:29:00,1
2019-12-17 07:30:00,1
2019-12-17 07:33:00,1
2019-12-17 07:35:00,1
2019-12-17 07:37:00,1
2019-12-17 07:40:00,1
2019-12-17 07:42:00,1
2019-12-17 07:44:00,1
2019-12-17 07:46:00,1
2019-12-17 07:48:00,1
2019-12-17 07:51:00,1
2019-12-17 07:54:00,1
2019-12-17 07:56:00,1
2019-12-17 07:59:00,1
2019-12-17 08:01:00,1
2019-12-17 08:04:00,1
2019-12-17 08:07:00,1
2019-12-17 08:10:00,1
2019-12-17 08:12:00,1
2019-12-17 08:15:00,1
2019-12-17 08:19:00,1
2019-12-17 08:21:00,1
2019-12-17 08:24:00,1
2019-12-17 08:27:00,1
2019-12-17 08:30:00,1
2019-12-17 08:32:00,1
2019-12-17 08:33:00,1
2019-12-17 08:35:00,1
2019-12-17 08:37:00,1
2019-12-17 08:38:00,1
2019-12-17 08:39:00,1
2019-12-17 08:40:00,11
2019-12-17 08:41:00,12
2019-12-17 08:42:00,1
2019-12-17 08:43:00,1
2019-12-17 08:45:00,2
2019-12-17 08:46:00,5
2019-12-17 08:48:00,1
2019-12-17 08:49:00,4
2019-12-17 08:50:00,5
2019-12-17 08:51:00,15
2019-12-17 08:52:00,1
2019-12-17 08:53:00,9
2019-12-17 08:54:00,5
2019-12-17 08:55:00,1
2019-12-17 08:56:00,12
2019-12-17 08:57:00,1
2019-12-17 08:58:00,1
2019-12-17 08:59:00,2
2019-12-17 09:00:00,6
2019-12-17 09:01:00,1
2019-12-17 09:03:00,1
2019-12-17 09:04:00,1
2019-12-17 09:06:00,6
2019-12-17 09:07:00,1
2019-12-17 09:08:00,1
2019-12-17 09:09:00,1
2019-12-17 09:11:00,1
2019-12-17 09:12:00,7
2019-12-17 09:13:00,3
2019-12-17 09:14:00,2
2019-12-17 09:16:00,1
2019-12-17 09:17:00,1
2019-12-17 09:18:00,1
2019-12-17 09:19:00,1
2019-12-17 09:21:00,1
2019-12-17 09:22:00,1
2019-12-17 09:24:00,5
2019-12-17 09:26:00,1
2019-12-17 09:28:00,1
2019-12-17 09:29:00,2
2019-12-17 09:30:00,1
2019-12-17 09:31:00,5
2019-12-17 09:32:00,2
2019-12-17 09:33:00,1
2019-12-17 09:34:00,1
2019-12-17 09:35:00,1
2019-12-17 09:37:00,2
2019-12-17 09:38:00,1
2019-12-17 09:40:00,13
2019-12-17 09:41:00,4
2019-12-17 09:42:00,1
2019-12-17 09:43:00,1
2019-12-17 09:44:00,1
2019-12-17 09:45:00,1
2019-12-17 09:46:00,1
2019-12-17 09:47:00,1
2019-12-17 09:48:00,1
2019-12-17 09:49:00,1
2019-12-17 09:51:00,1
2019-12-17 09:52:00,1
2019-12-17 09:54:00,2
2019-12-17 09:55:00,1
2019-12-17 09:57:00,1
2019-12-17 09:58:00,1
2019-12-17 10:00:00,1
2019-12-17 10:01:00,1
2019-12-17 10:02:00,1
2019-12-17 10:04:00,1
2019-12-17 10:05:00,6
2019-12-17 10:06:00,1
2019-12-17 10:07:00,1
2019-12-17 10:08:00,5
2019-12-17 10:09:00,1
2019-12-17 10:11:00,1
2019-12-17 10:12:00,6
2019-12-17 10:13:00,2
2019-12-17 10:14:00,1
2019-12-17 10:15:00,1
2019-12-17 10:16:00,1
2019-12-17 10:18:00,1
2019-12-17 10:19:00,1
2019-12-17 10:21:00,2
2019-12-17 10:23:00,1
2019-12-17 10:24:00,1
2019-12-17 10:25:00,1
2019-12-17 10:26:00,8
2019-12-17 10:27:00,6
2019-12-17 10:29:00,4
2019-12-17 10:30:00,2
2019-12-17 10:31:00,15
2019-12-17 10:33:00,2
2019-12-17 10:34:00,1
2019-12-17 10:37:00,1
2019-12-17 10:38:00,5
2019-12-17 10:39:00,1
2019-12-17 10:41:00,28
2019-12-17 10:42:00,1
2019-12-17 10:43:00,9
2019-12-17 10:44:00,1
2019-12-17 10:46:00,1
2019-12-17 10:47:00,1
2019-12-17 10:48:00,1
2019-12-17 10:50:00,8
2019-12-17 10:51:00,2
2019-12-17 10:53:00,2
2019-12-17 10:55:00,1
2019-12-17 10:57:00,4
2019-12-17 10:58:00,2
2019-12-17 10:59:00,1
2019-12-17 11:01:00,1
2019-12-17 11:02:00,1
2019-12-17 11:03:00,6
2019-12-17 11:05:00,1
2019-12-17 11:06:00,1
2019-12-17 11:07:00,1
2019-12-17 11:08:00,1
2019-12-17 11:10:00,1
2019-12-17 11:11:00,5
2019-12-17 11:12:00,1
2019-12-17 11:13:00,1
2019-12-17 11:14:00,12
2019-12-17 11:15:00,16
2019-12-17 11:17:00,7
2019-12-17 11:18:00,1
2019-12-17 11:19:00,24
2019-12-17 11:20:00,29
2019-12-17 11:21:00,20
2019-12-17 11:22:00,25
2019-12-17 11:23:00,1
2019-12-17 11:24:00,12
2019-12-17 11:25:00,9
2019-12-17 11:26:00,10
2019-12-17 11:27:00,40
