13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-12-17 15:23:00,1
2019-12-17 15:27:00,1
2019-12-17 15:30:00,1
2019-12-17 15:34:00,1
2019-12-17 15:45:00,1
2019-12-17 15:49:00,1
2019-12-17 15:52:00,1
2019-12-17 15:56:00,1
2019-12-17 16:01:00,1
2019-12-17 16:06:00,1
2019-12-17 16:14:00,1
2019-12-17 16:17:00,1
2019-12-17 16:21:00,1
