2199,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-12-17 03:55:00,10
2019-12-17 03:56:00,22
2019-12-17 03:57:00,5
2019-12-17 03:58:00,10
2019-12-17 03:59:00,22
2019-12-17 04:00:00,18
2019-12-17 04:01:00,4
2019-12-17 04:02:00,7
2019-12-17 04:03:00,20
2019-12-17 04:04:00,16
2019-12-17 04:05:00,5
2019-12-17 04:06:00,21
2019-12-17 04:07:00,21
2019-12-17 04:08:00,5
2019-12-17 04:09:00,15
2019-12-17 04:11:00,15
2019-12-17 04:12:00,20
2019-12-17 04:13:00,15
2019-12-17 04:14:00,10
2019-12-17 04:15:00,18
2019-12-17 04:16:00,4
2019-12-17 04:20:00,13
2019-12-17 04:21:00,18
2019-12-17 04:22:00,19
2019-12-17 04:24:00,16
2019-12-17 04:25:00,22
2019-12-17 04:26:00,12
2019-12-17 04:27:00,12
2019-12-17 04:28:00,18
2019-12-17 04:29:00,7
2019-12-17 04:30:00,18
2019-12-17 04:31:00,10
2019-12-17 04:32:00,21
2019-12-17 04:33:00,8
2019-12-17 04:34:00,13
2019-12-17 04:35:00,18
2019-12-17 04:36:00,13
2019-12-17 04:37:00,18
2019-12-17 04:38:00,12
2019-12-17 04:39:00,3
2019-12-17 04:40:00,15
2019-12-17 04:41:00,17
2019-12-17 04:42:00,9
2019-12-17 04:59:00,11
2019-12-17 05:00:00,7
2019-12-17 05:01:00,8
2019-12-17 05:16:00,14
2019-12-17 05:17:00,12
2019-12-17 19:16:00,1
2019-12-17 20:42:00,1
2019-12-17 20:57:00,31
2019-12-17 20:58:00,23
2019-12-17 20:59:00,10
2019-12-17 21:00:00,27
2019-12-17 21:01:00,4
2019-12-17 21:02:00,26
2019-12-17 21:03:00,6
2019-12-17 21:04:00,24
2019-12-17 21:05:00,12
2019-12-17 21:06:00,18
2019-12-17 21:07:00,25
2019-12-17 21:08:00,5
2019-12-17 21:09:00,16
2019-12-17 21:10:00,14
2019-12-17 21:11:00,6
2019-12-17 21:12:00,24
2019-12-17 21:13:00,17
2019-12-17 21:14:00,15
2019-12-17 21:15:00,28
2019-12-17 21:16:00,6
2019-12-17 21:17:00,24
2019-12-17 21:18:00,29
2019-12-17 21:19:00,5
2019-12-17 21:20:00,26
2019-12-17 21:21:00,19
2019-12-17 21:22:00,15
2019-12-17 21:23:00,26
2019-12-17 21:24:00,9
2019-12-17 21:25:00,21
2019-12-17 21:26:00,22
2019-12-17 21:27:00,13
2019-12-17 21:28:00,25
2019-12-17 21:29:00,25
2019-12-17 21:30:00,9
2019-12-17 21:31:00,26
2019-12-17 21:32:00,19
2019-12-17 21:33:00,15
2019-12-17 21:34:00,26
2019-12-17 21:35:00,6
2019-12-17 21:36:00,24
2019-12-17 21:37:00,20
2019-12-17 21:38:00,13
2019-12-17 21:39:00,27
2019-12-17 21:40:00,17
2019-12-17 21:41:00,16
2019-12-17 21:42:00,26
2019-12-17 21:43:00,6
2019-12-17 21:44:00,26
2019-12-17 21:45:00,13
2019-12-17 21:46:00,17
2019-12-17 21:47:00,19
2019-12-17 21:48:00,13
2019-12-17 21:49:00,23
2019-12-17 21:50:00,7
2019-12-17 21:51:00,21
2019-12-17 21:52:00,10
2019-12-17 21:53:00,20
2019-12-17 21:54:00,12
2019-12-17 21:55:00,22
2019-12-17 21:56:00,9
2019-12-17 21:57:00,18
2019-12-17 21:58:00,10
2019-12-17 21:59:00,20
2019-12-17 22:04:00,74
2019-12-17 22:05:00,45
2019-12-17 22:06:00,35
2019-12-17 22:07:00,34
2019-12-17 23:04:00,1
2019-12-17 23:07:00,90
2019-12-17 23:09:00,25
2019-12-17 23:10:00,58
2019-12-17 23:11:00,39
2019-12-17 23:12:00,42
2019-12-17 23:13:00,1
