504,select * from sqllogall2#_#_#h_to_#_#h where mm = # and dd = # and hh = #
2019-12-17 11:30:00,16
2019-12-17 11:31:00,7
2019-12-17 11:32:00,1
2019-12-17 11:34:00,7
2019-12-17 11:35:00,34
2019-12-17 11:36:00,33
2019-12-17 11:37:00,32
2019-12-17 11:38:00,26
2019-12-17 11:39:00,22
2019-12-17 11:40:00,22
2019-12-17 11:41:00,22
2019-12-17 11:42:00,18
2019-12-17 12:05:00,34
2019-12-17 12:06:00,31
2019-12-17 12:07:00,28
2019-12-17 12:08:00,3
2019-12-17 12:25:00,18
2019-12-17 12:26:00,32
2019-12-17 12:27:00,31
2019-12-17 12:28:00,16
2019-12-17 12:29:00,5
2019-12-17 12:30:00,4
2019-12-17 12:31:00,5
2019-12-17 12:32:00,8
2019-12-17 12:33:00,10
2019-12-17 12:34:00,10
2019-12-17 12:35:00,8
2019-12-17 12:36:00,6
2019-12-17 12:37:00,6
2019-12-17 12:38:00,4
2019-12-17 12:39:00,3
2019-12-17 12:40:00,2
