26,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-12-17 03:55:00,1
2019-12-17 03:57:00,1
2019-12-17 03:58:00,1
2019-12-17 04:01:00,1
2019-12-17 04:02:00,1
2019-12-17 04:05:00,1
2019-12-17 04:08:00,1
2019-12-17 04:10:00,3
2019-12-17 04:11:00,1
2019-12-17 04:14:00,1
2019-12-17 04:19:00,1
2019-12-17 04:20:00,1
2019-12-17 04:24:00,1
2019-12-17 04:27:00,1
2019-12-17 04:29:00,1
2019-12-17 04:31:00,1
2019-12-17 04:33:00,1
2019-12-17 04:35:00,1
2019-12-17 04:37:00,1
2019-12-17 04:38:00,1
2019-12-17 04:39:00,1
2019-12-17 04:59:00,1
2019-12-17 05:00:00,1
2019-12-17 05:16:00,1
