697,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-04-30 00:08:00,42
2019-04-30 00:50:00,18
2019-04-30 01:06:00,42
2019-04-30 01:35:00,14
2019-04-30 01:36:00,28
2019-04-30 02:13:00,18
2019-04-30 02:24:00,1
2019-04-30 06:05:00,42
2019-04-30 06:26:00,18
2019-04-30 06:39:00,18
2019-04-30 07:11:00,18
2019-04-30 11:06:00,42
2019-04-30 12:34:00,42
2019-04-30 14:27:00,7
2019-04-30 14:28:00,35
2019-04-30 14:30:00,42
2019-04-30 14:44:00,42
2019-04-30 14:47:00,42
2019-04-30 16:16:00,18
2019-04-30 17:47:00,42
2019-04-30 20:40:00,42
2019-04-30 21:42:00,42
2019-04-30 22:31:00,42
