900,"SELECT DISTINCT TOP # p.run, p.rerun, p.camcol, max(p.field) as &&&, max(p.ra) as &&&, max(p.dec) as &&& FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) GROUP BY p.run, p.rerun, p.camcol"
2019-04-30 17:16:00,1
2019-04-30 17:17:00,56
2019-04-30 17:18:00,43
2019-04-30 17:54:00,16
2019-04-30 17:55:00,55
2019-04-30 17:56:00,29
2019-04-30 18:14:00,5
2019-04-30 18:15:00,54
2019-04-30 18:16:00,57
2019-04-30 18:17:00,59
2019-04-30 18:18:00,58
2019-04-30 18:19:00,56
2019-04-30 18:20:00,52
2019-04-30 18:21:00,58
2019-04-30 18:22:00,58
2019-04-30 18:23:00,43
2019-04-30 18:42:00,5
2019-04-30 18:43:00,56
2019-04-30 18:44:00,39
2019-04-30 20:49:00,28
2019-04-30 20:50:00,54
2019-04-30 20:51:00,18
