1425,"SELECT p.u, p.g, p.r, p.i, p.z, p.err_u, p.err_g, p.err_r, p.err_i, p.err_z, psfFlux_u, psfFlux_g, psfFlux_r, psfFlux_i, psfFlux_z, psfFluxIvar_u, psfFluxIvar_g, psfFluxIvar_r, psfFluxIvar_i, psfFluxIvar_z FROM PhotoObj p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = #"
2019-04-30 11:44:00,1
2019-04-30 11:45:00,1
2019-04-30 12:23:00,2
2019-04-30 12:24:00,1
2019-04-30 12:25:00,4
2019-04-30 12:27:00,4
2019-04-30 12:28:00,8
2019-04-30 12:29:00,2
2019-04-30 12:30:00,7
2019-04-30 12:31:00,2
2019-04-30 12:32:00,3
2019-04-30 12:33:00,4
2019-04-30 12:34:00,1
2019-04-30 12:35:00,3
2019-04-30 12:36:00,2
2019-04-30 12:37:00,2
2019-04-30 12:39:00,2
2019-04-30 12:40:00,3
2019-04-30 12:41:00,5
2019-04-30 12:42:00,1
2019-04-30 12:43:00,1
2019-04-30 12:44:00,9
2019-04-30 12:46:00,8
2019-04-30 12:47:00,6
2019-04-30 12:48:00,4
2019-04-30 12:51:00,3
2019-04-30 12:52:00,1
2019-04-30 12:53:00,2
2019-04-30 12:54:00,2
2019-04-30 12:55:00,1
2019-04-30 12:56:00,6
2019-04-30 12:59:00,8
2019-04-30 13:02:00,1
2019-04-30 13:03:00,8
2019-04-30 13:04:00,4
2019-04-30 13:05:00,3
2019-04-30 13:06:00,3
2019-04-30 13:07:00,5
2019-04-30 13:08:00,5
2019-04-30 13:09:00,4
2019-04-30 13:10:00,7
2019-04-30 13:11:00,1
2019-04-30 13:12:00,3
2019-04-30 13:13:00,2
2019-04-30 13:14:00,5
2019-04-30 13:15:00,1
2019-04-30 13:16:00,3
2019-04-30 13:17:00,5
2019-04-30 13:18:00,5
2019-04-30 13:19:00,5
2019-04-30 13:20:00,6
2019-04-30 13:21:00,4
2019-04-30 13:22:00,5
2019-04-30 13:23:00,5
2019-04-30 13:24:00,1
2019-04-30 13:26:00,2
2019-04-30 13:27:00,4
2019-04-30 13:28:00,4
2019-04-30 13:29:00,1
2019-04-30 13:30:00,10
2019-04-30 13:31:00,1
2019-04-30 13:32:00,10
2019-04-30 13:33:00,3
2019-04-30 13:34:00,2
2019-04-30 13:35:00,4
2019-04-30 13:36:00,4
2019-04-30 13:37:00,7
2019-04-30 13:38:00,5
2019-04-30 13:39:00,8
2019-04-30 13:40:00,4
2019-04-30 13:41:00,7
2019-04-30 13:42:00,1
2019-04-30 13:43:00,1
2019-04-30 13:44:00,4
2019-04-30 13:45:00,4
2019-04-30 13:47:00,5
2019-04-30 13:49:00,6
2019-04-30 13:50:00,3
2019-04-30 13:51:00,1
2019-04-30 13:52:00,7
2019-04-30 13:54:00,3
2019-04-30 13:55:00,5
2019-04-30 13:56:00,2
2019-04-30 13:57:00,3
2019-04-30 13:58:00,2
2019-04-30 13:59:00,3
2019-04-30 14:00:00,1
2019-04-30 14:01:00,6
2019-04-30 14:02:00,3
2019-04-30 14:03:00,4
2019-04-30 14:04:00,4
2019-04-30 14:05:00,5
2019-04-30 14:06:00,3
2019-04-30 14:07:00,2
2019-04-30 14:09:00,2
2019-04-30 14:10:00,5
2019-04-30 14:11:00,1
2019-04-30 14:12:00,3
2019-04-30 14:13:00,8
2019-04-30 14:14:00,3
2019-04-30 14:15:00,6
2019-04-30 14:16:00,7
2019-04-30 14:17:00,5
2019-04-30 14:19:00,3
2019-04-30 14:20:00,2
2019-04-30 14:21:00,7
2019-04-30 14:22:00,2
2019-04-30 14:23:00,6
2019-04-30 14:24:00,8
2019-04-30 14:25:00,4
2019-04-30 14:26:00,3
2019-04-30 14:27:00,4
2019-04-30 14:28:00,5
2019-04-30 14:29:00,2
2019-04-30 14:30:00,2
2019-04-30 14:31:00,5
2019-04-30 14:32:00,1
2019-04-30 14:33:00,1
2019-04-30 14:34:00,1
2019-04-30 14:35:00,3
2019-04-30 14:36:00,8
2019-04-30 14:38:00,4
2019-04-30 14:39:00,2
2019-04-30 14:40:00,2
2019-04-30 14:42:00,5
2019-04-30 14:43:00,5
2019-04-30 14:44:00,3
2019-04-30 14:45:00,7
2019-04-30 14:46:00,2
2019-04-30 14:47:00,3
2019-04-30 14:48:00,1
2019-04-30 14:49:00,1
2019-04-30 14:50:00,2
2019-04-30 14:51:00,2
2019-04-30 14:52:00,8
2019-04-30 14:53:00,3
2019-04-30 14:54:00,6
2019-04-30 14:55:00,3
2019-04-30 14:56:00,2
2019-04-30 14:57:00,8
2019-04-30 14:58:00,1
2019-04-30 14:59:00,1
2019-04-30 15:00:00,1
2019-04-30 15:01:00,3
2019-04-30 15:02:00,2
2019-04-30 15:03:00,10
2019-04-30 15:04:00,1
2019-04-30 15:05:00,3
2019-04-30 15:06:00,1
2019-04-30 15:07:00,3
2019-04-30 15:08:00,2
2019-04-30 15:10:00,2
2019-04-30 15:12:00,2
2019-04-30 15:13:00,4
2019-04-30 15:14:00,3
2019-04-30 15:15:00,4
2019-04-30 15:16:00,4
2019-04-30 15:17:00,1
2019-04-30 15:18:00,1
2019-04-30 15:19:00,1
2019-04-30 15:20:00,4
2019-04-30 15:21:00,4
2019-04-30 15:23:00,3
2019-04-30 15:24:00,2
2019-04-30 15:25:00,5
2019-04-30 15:26:00,3
2019-04-30 15:27:00,4
2019-04-30 15:28:00,10
2019-04-30 15:29:00,2
2019-04-30 15:30:00,5
2019-04-30 15:31:00,1
2019-04-30 15:32:00,1
