2,"select count(*) from MyDB.DR1#_cw ,specObjAll where DR1#_cw.ID=specObjAll.bestObjID and specObjAll.z># and specObjAll.z<=# and (specObjAll.ra># and specObjAll.ra<#) select count(*) from MyDB.DR1#_cw ,specObjAll where DR1#_cw.ID=specObjAll.bestObjID and specObjAll.z># and specObjAll.z<=# and (specObjAll.ra># and specObjAll.ra<#) select count(*) from MyDB.DR1#_cw ,specObjAll where DR1#_cw.ID=specObjAll.bestObjID and specObjAll.z># and specObjAll.z<=# and (specObjAll.ra># and specObjAll.ra<#) select count(*) from MyDB.DR1#_cw ,specObjAll where DR1#_cw.ID=specObjAll.bestObjID and specObjAll.z># and specObjAll.z<=# and (specObjAll.ra># and specObjAll.ra<#)   select count(*) from MyDB.DR1#_cw ,specObjAll where DR1#_cw.ID=specObjAll.bestObjID and specObjAll.z># and specObjAll.z<=# and (specObjAll.ra># and specObjAll.ra<#)"
2019-04-30 12:41:00,1
2019-04-30 12:48:00,1
