24,select * from fDocFunctionParams(&&&)
2019-04-30 00:18:00,1
2019-04-30 00:26:00,1
2019-04-30 01:10:00,1
2019-04-30 01:16:00,1
2019-04-30 01:20:00,1
2019-04-30 03:13:00,1
2019-04-30 04:55:00,1
2019-04-30 06:15:00,1
2019-04-30 09:48:00,1
2019-04-30 10:35:00,1
2019-04-30 10:45:00,1
2019-04-30 11:20:00,1
2019-04-30 11:59:00,1
2019-04-30 12:00:00,1
2019-04-30 13:00:00,1
2019-04-30 14:26:00,1
2019-04-30 15:28:00,1
2019-04-30 17:27:00,1
2019-04-30 17:43:00,1
2019-04-30 18:16:00,1
2019-04-30 18:27:00,1
2019-04-30 18:37:00,1
2019-04-30 19:37:00,1
2019-04-30 20:00:00,1
