7,"select top # p.objid, p.ra, p.dec, p.u, p.g, p.r, p.i, p.z, s.z as redshift, s.plate, s.mjd, s.fiberid from galaxy p, specobj s, dbo.fgetNearByObjEq(#,#,#) n where p.objid=s.bestobjid and p.objid=n.objid and s.bestobjid=n.objid"
2019-04-30 16:55:00,1
2019-04-30 16:56:00,1
2019-04-30 19:19:00,1
2019-04-30 19:28:00,1
2019-04-30 19:30:00,1
2019-04-30 19:33:00,1
2019-04-30 19:35:00,1
