105,"SELECT DISTINCT p.ra, p.dec, p.objid, p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-05-17 03:30:00,1
2019-05-17 14:48:00,1
2019-05-17 14:51:00,2
2019-05-17 16:37:00,1
2019-05-17 17:02:00,2
2019-05-17 18:31:00,1
2019-05-17 18:32:00,4
2019-05-17 18:33:00,19
2019-05-17 18:34:00,4
2019-05-17 18:42:00,9
2019-05-17 18:43:00,17
2019-05-17 18:44:00,8
2019-05-17 18:46:00,10
2019-05-17 18:47:00,19
2019-05-17 18:48:00,6
2019-05-17 20:01:00,1
