285,select * from fDocFunctionParams(&&&)
2019-05-17 00:02:00,1
2019-05-17 01:59:00,1
2019-05-17 03:19:00,1
2019-05-17 03:43:00,1
2019-05-17 04:01:00,1
2019-05-17 07:01:00,1
2019-05-17 08:39:00,1
2019-05-17 09:54:00,1
2019-05-17 10:35:00,1
2019-05-17 10:42:00,1
2019-05-17 12:07:00,1
2019-05-17 12:16:00,1
2019-05-17 13:20:00,1
2019-05-17 14:54:00,1
2019-05-17 14:57:00,1
2019-05-17 15:38:00,1
2019-05-17 16:06:00,1
2019-05-17 16:40:00,2
2019-05-17 16:41:00,7
2019-05-17 16:42:00,5
2019-05-17 16:43:00,5
2019-05-17 16:44:00,3
2019-05-17 16:45:00,2
2019-05-17 16:50:00,1
2019-05-17 18:31:00,1
2019-05-17 19:26:00,1
2019-05-17 19:36:00,1
2019-05-17 20:13:00,14
2019-05-17 20:14:00,14
2019-05-17 20:15:00,15
2019-05-17 20:16:00,14
2019-05-17 20:17:00,11
2019-05-17 20:18:00,16
2019-05-17 20:19:00,9
2019-05-17 20:20:00,16
2019-05-17 20:21:00,15
2019-05-17 20:22:00,14
2019-05-17 20:23:00,12
2019-05-17 20:24:00,22
2019-05-17 20:25:00,18
2019-05-17 20:26:00,11
2019-05-17 20:27:00,12
2019-05-17 20:28:00,17
2019-05-17 20:29:00,1
2019-05-17 21:16:00,1
2019-05-17 21:25:00,1
2019-05-17 22:20:00,1
2019-05-17 23:31:00,2
2019-05-17 23:32:00,1
2019-05-17 23:48:00,1
2019-05-17 23:58:00,1
2019-05-17 23:59:00,1
