371,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-05-17 05:34:00,1
2019-05-17 14:53:00,1
2019-05-17 15:42:00,13
2019-05-17 15:43:00,12
2019-05-17 15:44:00,11
2019-05-17 15:45:00,14
2019-05-17 15:46:00,11
2019-05-17 15:47:00,13
2019-05-17 15:48:00,29
2019-05-17 15:49:00,20
2019-05-17 15:50:00,4
2019-05-17 19:26:00,5
2019-05-17 19:27:00,54
2019-05-17 19:28:00,37
2019-05-17 19:29:00,22
2019-05-17 21:23:00,1
2019-05-17 21:27:00,26
2019-05-17 21:28:00,56
2019-05-17 21:29:00,40
2019-05-17 21:47:00,1
