372,select * from FramePathProcessing where processed = # ORDER BY Id
2019-05-17 11:20:00,1
2019-05-17 11:21:00,31
2019-05-17 11:22:00,34
2019-05-17 11:23:00,33
2019-05-17 11:24:00,18
2019-05-17 11:25:00,5
2019-05-17 11:26:00,3
2019-05-17 11:27:00,1
2019-05-17 11:28:00,25
2019-05-17 11:29:00,34
2019-05-17 11:30:00,6
2019-05-17 11:31:00,4
2019-05-17 11:32:00,1
2019-05-17 11:33:00,30
2019-05-17 11:34:00,11
2019-05-17 11:35:00,17
2019-05-17 11:36:00,4
2019-05-17 11:37:00,3
2019-05-17 11:38:00,1
2019-05-17 11:39:00,27
2019-05-17 11:40:00,6
2019-05-17 11:41:00,3
2019-05-17 11:42:00,1
2019-05-17 11:43:00,1
2019-05-17 11:44:00,1
2019-05-17 11:45:00,1
2019-05-17 11:46:00,1
2019-05-17 11:47:00,33
2019-05-17 11:48:00,1
2019-05-17 11:52:00,1
2019-05-17 11:54:00,1
2019-05-17 11:55:00,1
2019-05-17 11:58:00,1
2019-05-17 12:01:00,1
2019-05-17 12:04:00,1
2019-05-17 12:08:00,1
2019-05-17 12:12:00,1
2019-05-17 12:14:00,1
2019-05-17 12:16:00,1
2019-05-17 12:21:00,1
2019-05-17 12:24:00,1
2019-05-17 12:27:00,1
2019-05-17 12:29:00,1
2019-05-17 12:31:00,1
2019-05-17 12:34:00,1
2019-05-17 12:37:00,1
2019-05-17 12:40:00,1
2019-05-17 12:44:00,1
2019-05-17 12:49:00,1
2019-05-17 12:54:00,1
2019-05-17 13:00:00,1
2019-05-17 13:01:00,1
2019-05-17 13:08:00,1
2019-05-17 13:30:00,1
2019-05-17 13:59:00,1
2019-05-17 14:10:00,1
2019-05-17 14:21:00,1
2019-05-17 14:43:00,1
2019-05-17 14:54:00,1
2019-05-17 14:55:00,1
2019-05-17 14:56:00,1
2019-05-17 14:59:00,1
2019-05-17 15:01:00,1
2019-05-17 15:22:00,1
