6,"SELECT TOP #  cast(str(p.ra,#,#) as float) as ra,cast(str(p.[dec],#,#) as float) as dec,p.dered_g,p.dered_i,p.dered_r,p.dered_u,p.dered_z  FROM ..PhotoObj AS p  JOIN dbo.fGetNearbyObjEq(#,#,#) AS b ON b.objID = P.objID  WHERE ( p.type = #)"
2019-05-17 11:16:00,1
2019-05-17 11:18:00,1
2019-05-17 11:20:00,1
2019-05-17 11:36:00,1
2019-05-17 11:39:00,2
