133,"SELECT  p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g,p.r,p.i,p.z,    p.Err_u, p.Err_g, p.Err_r,p.Err_i,p.Err_z    FROM fGetNearbyObjEq(#,#,#) n, PhotoPrimary p    WHERE n.objID=p.objID"
2019-12-30 00:07:00,1
2019-12-30 00:18:00,1
2019-12-30 00:25:00,1
2019-12-30 00:30:00,1
2019-12-30 00:31:00,1
2019-12-30 00:38:00,1
2019-12-30 00:40:00,1
2019-12-30 00:48:00,1
2019-12-30 00:51:00,1
2019-12-30 00:57:00,1
2019-12-30 01:06:00,1
2019-12-30 01:16:00,1
2019-12-30 01:19:00,1
2019-12-30 01:30:00,1
2019-12-30 01:40:00,1
2019-12-30 01:57:00,1
2019-12-30 02:27:00,1
2019-12-30 02:49:00,1
2019-12-30 02:57:00,1
2019-12-30 03:04:00,1
2019-12-30 03:11:00,2
2019-12-30 03:14:00,2
2019-12-30 03:18:00,1
2019-12-30 03:27:00,1
2019-12-30 03:29:00,1
2019-12-30 03:33:00,1
2019-12-30 03:55:00,2
2019-12-30 03:56:00,1
2019-12-30 04:00:00,1
2019-12-30 04:01:00,1
2019-12-30 04:06:00,1
2019-12-30 04:12:00,1
2019-12-30 04:17:00,2
2019-12-30 04:21:00,2
2019-12-30 05:00:00,1
2019-12-30 05:01:00,1
2019-12-30 05:10:00,1
2019-12-30 05:11:00,1
2019-12-30 05:13:00,1
2019-12-30 05:14:00,3
2019-12-30 05:19:00,1
2019-12-30 05:20:00,1
2019-12-30 05:25:00,2
2019-12-30 05:26:00,1
2019-12-30 05:42:00,2
2019-12-30 05:45:00,2
2019-12-30 05:47:00,1
2019-12-30 05:48:00,1
2019-12-30 05:53:00,1
2019-12-30 06:02:00,2
2019-12-30 06:03:00,1
2019-12-30 06:05:00,1
2019-12-30 06:08:00,2
2019-12-30 06:11:00,2
2019-12-30 06:14:00,2
2019-12-30 06:23:00,2
2019-12-30 06:27:00,1
2019-12-30 06:28:00,1
2019-12-30 06:29:00,1
2019-12-30 06:55:00,1
2019-12-30 06:56:00,1
2019-12-30 07:13:00,1
2019-12-30 07:15:00,2
2019-12-30 07:16:00,1
2019-12-30 07:17:00,1
2019-12-30 07:19:00,1
2019-12-30 07:20:00,1
2019-12-30 07:21:00,1
2019-12-30 07:28:00,1
2019-12-30 07:31:00,2
2019-12-30 07:35:00,1
2019-12-30 07:37:00,1
2019-12-30 07:39:00,1
2019-12-30 08:26:00,1
2019-12-30 08:30:00,1
2019-12-30 08:31:00,2
2019-12-30 08:35:00,1
2019-12-30 08:36:00,1
2019-12-30 08:39:00,1
2019-12-30 08:40:00,1
2019-12-30 08:46:00,2
2019-12-30 08:50:00,1
2019-12-30 08:54:00,1
2019-12-30 08:58:00,1
2019-12-30 08:59:00,1
2019-12-30 09:02:00,2
2019-12-30 09:08:00,1
2019-12-30 09:11:00,1
2019-12-30 09:12:00,1
2019-12-30 09:15:00,2
2019-12-30 09:16:00,1
2019-12-30 09:22:00,1
2019-12-30 09:23:00,1
2019-12-30 09:37:00,2
2019-12-30 09:40:00,2
2019-12-30 09:42:00,1
2019-12-30 09:43:00,1
2019-12-30 09:45:00,1
2019-12-30 11:34:00,1
2019-12-30 11:48:00,1
2019-12-30 12:33:00,1
2019-12-30 12:36:00,1
2019-12-30 12:43:00,1
2019-12-30 12:44:00,1
2019-12-30 12:56:00,1
2019-12-30 12:57:00,1
2019-12-30 13:22:00,1
2019-12-30 14:22:00,1
2019-12-30 14:44:00,1
2019-12-30 22:11:00,1
