4,"select top # p.objid, p.ra, p.dec from galaxy p where p.g < #  and p.r < #"
2019-12-30 08:13:00,1
2019-12-30 08:14:00,1
2019-12-30 08:28:00,1
2019-12-30 08:29:00,1
