34,select * from sppLines where specObjId=#
2019-12-30 02:01:00,3
2019-12-30 02:25:00,1
2019-12-30 02:27:00,1
2019-12-30 03:12:00,1
2019-12-30 03:22:00,1
2019-12-30 03:26:00,1
2019-12-30 04:43:00,1
2019-12-30 07:32:00,1
2019-12-30 07:33:00,2
2019-12-30 07:38:00,1
2019-12-30 07:40:00,1
2019-12-30 07:44:00,1
2019-12-30 07:46:00,1
2019-12-30 07:47:00,1
2019-12-30 08:10:00,1
2019-12-30 08:12:00,1
2019-12-30 08:13:00,1
2019-12-30 08:26:00,1
2019-12-30 08:27:00,1
2019-12-30 09:01:00,1
2019-12-30 09:50:00,1
2019-12-30 11:05:00,1
2019-12-30 11:22:00,1
2019-12-30 12:29:00,1
2019-12-30 12:38:00,1
2019-12-30 16:07:00,1
2019-12-30 16:46:00,1
2019-12-30 16:59:00,1
2019-12-30 17:27:00,1
2019-12-30 19:18:00,1
2019-12-30 20:40:00,1
