593,select top # objID from PhotoObjAll order by objID
2019-12-30 10:09:00,1
2019-12-30 10:29:00,21
2019-12-30 10:30:00,5
2019-12-30 10:31:00,1
2019-12-30 10:32:00,61
2019-12-30 10:33:00,61
2019-12-30 10:34:00,86
2019-12-30 10:35:00,89
2019-12-30 10:36:00,70
2019-12-30 10:37:00,52
2019-12-30 10:38:00,28
2019-12-30 10:39:00,31
2019-12-30 10:40:00,23
2019-12-30 10:41:00,24
2019-12-30 10:42:00,35
2019-12-30 10:43:00,5
