4732,select count(objID) from PhotoObjAll where objID >= # and objID <= #
2019-12-30 11:02:00,455
2019-12-30 11:03:00,437
2019-12-30 11:04:00,945
2019-12-30 11:05:00,430
2019-12-30 11:06:00,274
2019-12-30 11:07:00,21
2019-12-30 11:08:00,497
2019-12-30 11:09:00,1059
2019-12-30 11:10:00,614
