28,select * from sppParams where specObjId=#
2019-12-30 02:28:00,1
2019-12-30 02:39:00,1
2019-12-30 03:16:00,1
2019-12-30 03:18:00,1
2019-12-30 03:20:00,1
2019-12-30 03:23:00,1
2019-12-30 03:41:00,1
2019-12-30 03:52:00,1
2019-12-30 04:01:00,1
2019-12-30 05:55:00,1
2019-12-30 06:59:00,1
2019-12-30 07:37:00,1
2019-12-30 07:44:00,1
2019-12-30 08:27:00,2
2019-12-30 08:53:00,1
2019-12-30 12:26:00,1
2019-12-30 12:28:00,1
2019-12-30 12:29:00,1
2019-12-30 12:30:00,2
2019-12-30 14:21:00,1
2019-12-30 16:47:00,1
2019-12-30 20:40:00,1
2019-12-30 21:09:00,1
2019-12-30 21:13:00,1
2019-12-30 21:43:00,1
2019-12-30 23:18:00,1
