2,"select *     from RealPropertiesAll g         cross apply (             select NumNeighbors = count(ID)             from RealGoodNeighbors             where MinID=g.ID or ID=g.ID         ) x     where Neighborhood like &&&      order by NumNeighbors desc, ID asc"
2019-07-02 11:00:00,1
2019-07-02 11:02:00,1
