788,"SELECT DISTINCT p.run, p.rerun, p.camcol, p.field FROM PhotoObjAll AS p WHERE (p.run=# AND p.camcol=# AND p.field=# AND p.rerun=#)"
2019-07-02 16:55:00,1
2019-07-02 16:58:00,3
2019-07-02 16:59:00,4
2019-07-02 17:00:00,4
2019-07-02 17:01:00,3
2019-07-02 17:02:00,3
2019-07-02 17:03:00,3
2019-07-02 17:04:00,4
2019-07-02 17:05:00,4
2019-07-02 17:06:00,5
2019-07-02 17:07:00,4
2019-07-02 17:08:00,4
2019-07-02 17:09:00,4
2019-07-02 17:10:00,4
2019-07-02 17:11:00,4
2019-07-02 17:12:00,4
2019-07-02 17:13:00,4
2019-07-02 17:14:00,4
2019-07-02 17:15:00,3
2019-07-02 17:16:00,4
2019-07-02 17:17:00,4
2019-07-02 17:18:00,4
2019-07-02 17:19:00,4
2019-07-02 17:20:00,4
2019-07-02 17:21:00,3
2019-07-02 17:22:00,4
2019-07-02 17:23:00,4
2019-07-02 17:24:00,4
2019-07-02 17:25:00,4
2019-07-02 17:26:00,4
2019-07-02 17:27:00,4
2019-07-02 17:28:00,4
2019-07-02 17:29:00,4
2019-07-02 17:30:00,4
2019-07-02 17:31:00,4
2019-07-02 17:32:00,4
2019-07-02 17:33:00,4
2019-07-02 17:34:00,4
2019-07-02 17:35:00,4
2019-07-02 17:36:00,4
2019-07-02 17:37:00,4
2019-07-02 17:38:00,3
2019-07-02 17:39:00,4
2019-07-02 17:40:00,4
2019-07-02 17:41:00,4
2019-07-02 17:42:00,4
2019-07-02 17:43:00,4
2019-07-02 17:44:00,4
2019-07-02 17:45:00,4
2019-07-02 17:46:00,4
2019-07-02 17:47:00,4
2019-07-02 17:48:00,4
2019-07-02 17:49:00,3
2019-07-02 17:50:00,4
2019-07-02 17:51:00,4
2019-07-02 17:52:00,4
2019-07-02 17:53:00,4
2019-07-02 17:54:00,4
2019-07-02 17:55:00,4
2019-07-02 17:56:00,3
2019-07-02 17:57:00,4
2019-07-02 17:58:00,4
2019-07-02 17:59:00,4
2019-07-02 18:00:00,5
2019-07-02 18:01:00,4
2019-07-02 18:02:00,4
2019-07-02 18:03:00,3
2019-07-02 18:04:00,5
2019-07-02 18:05:00,4
2019-07-02 18:06:00,4
2019-07-02 18:07:00,4
2019-07-02 18:08:00,4
2019-07-02 18:09:00,3
2019-07-02 18:10:00,4
2019-07-02 18:11:00,4
2019-07-02 18:12:00,4
2019-07-02 18:13:00,4
2019-07-02 18:14:00,4
2019-07-02 18:15:00,4
2019-07-02 18:16:00,3
2019-07-02 18:17:00,4
2019-07-02 18:18:00,4
2019-07-02 18:19:00,4
2019-07-02 18:20:00,4
2019-07-02 18:21:00,4
2019-07-02 18:22:00,4
2019-07-02 18:23:00,3
2019-07-02 18:24:00,4
2019-07-02 18:25:00,4
2019-07-02 18:26:00,4
2019-07-02 18:27:00,4
2019-07-02 18:28:00,4
2019-07-02 18:29:00,4
2019-07-02 18:30:00,3
2019-07-02 18:31:00,4
2019-07-02 18:32:00,4
2019-07-02 18:33:00,4
2019-07-02 18:34:00,4
2019-07-02 18:35:00,4
2019-07-02 18:36:00,4
2019-07-02 18:37:00,4
2019-07-02 18:38:00,4
2019-07-02 18:39:00,4
2019-07-02 18:40:00,4
2019-07-02 18:41:00,4
2019-07-02 18:42:00,4
2019-07-02 18:43:00,3
2019-07-02 18:44:00,4
2019-07-02 18:45:00,4
2019-07-02 18:46:00,4
2019-07-02 18:47:00,4
2019-07-02 18:48:00,4
2019-07-02 18:49:00,4
2019-07-02 18:50:00,4
2019-07-02 18:51:00,4
2019-07-02 18:52:00,4
2019-07-02 18:53:00,4
