58,select distinct parent from DBViewCols where viewname=&&&
2019-07-02 01:44:00,1
2019-07-02 01:45:00,2
2019-07-02 02:13:00,1
2019-07-02 02:41:00,1
2019-07-02 02:49:00,1
2019-07-02 04:09:00,1
2019-07-02 04:10:00,1
2019-07-02 05:37:00,1
2019-07-02 05:51:00,1
2019-07-02 07:34:00,3
2019-07-02 07:53:00,1
2019-07-02 08:32:00,1
2019-07-02 08:38:00,1
2019-07-02 09:30:00,1
2019-07-02 09:31:00,1
2019-07-02 10:59:00,1
2019-07-02 11:01:00,7
2019-07-02 11:03:00,2
2019-07-02 11:06:00,1
2019-07-02 11:42:00,1
2019-07-02 11:49:00,1
2019-07-02 11:54:00,1
2019-07-02 11:56:00,1
2019-07-02 12:13:00,1
2019-07-02 12:33:00,2
2019-07-02 13:40:00,2
2019-07-02 16:13:00,1
2019-07-02 18:37:00,1
2019-07-02 18:50:00,1
2019-07-02 19:07:00,1
2019-07-02 19:08:00,1
2019-07-02 21:11:00,1
2019-07-02 22:56:00,1
2019-07-02 22:57:00,1
2019-07-02 23:12:00,5
2019-07-02 23:13:00,5
2019-07-02 23:14:00,1
2019-07-02 23:39:00,1
