3,"select G.specObjID, ra, dec, z into UMaZ from specObjAll as G    Where (ra between # and #) and (dec between # and #) and z># and z<#"
2019-07-02 10:39:00,1
2019-07-02 10:40:00,1
2019-07-02 10:41:00,1
