103,select * from sppParams where specObjId=#
2019-07-02 00:48:00,1
2019-07-02 00:50:00,1
2019-07-02 00:51:00,1
2019-07-02 00:52:00,1
2019-07-02 00:53:00,1
2019-07-02 00:54:00,1
2019-07-02 00:55:00,1
2019-07-02 00:56:00,1
2019-07-02 00:57:00,1
2019-07-02 00:58:00,1
2019-07-02 01:00:00,1
2019-07-02 01:01:00,1
2019-07-02 01:02:00,1
2019-07-02 01:03:00,1
2019-07-02 01:04:00,1
2019-07-02 01:05:00,1
2019-07-02 01:07:00,1
2019-07-02 01:08:00,1
2019-07-02 01:09:00,1
2019-07-02 01:10:00,1
2019-07-02 01:11:00,1
2019-07-02 01:13:00,1
2019-07-02 01:14:00,1
2019-07-02 01:15:00,1
2019-07-02 01:16:00,1
2019-07-02 01:17:00,1
2019-07-02 01:18:00,1
2019-07-02 01:19:00,1
2019-07-02 01:20:00,1
2019-07-02 01:21:00,1
2019-07-02 01:23:00,1
2019-07-02 01:24:00,1
2019-07-02 01:25:00,1
2019-07-02 01:26:00,1
2019-07-02 01:27:00,1
2019-07-02 01:28:00,1
2019-07-02 01:30:00,1
2019-07-02 01:31:00,1
2019-07-02 01:32:00,1
2019-07-02 01:33:00,1
2019-07-02 01:34:00,1
2019-07-02 01:35:00,1
2019-07-02 01:36:00,1
2019-07-02 01:37:00,1
2019-07-02 01:38:00,1
2019-07-02 01:40:00,1
2019-07-02 01:41:00,1
2019-07-02 01:42:00,1
2019-07-02 01:43:00,1
2019-07-02 01:44:00,1
2019-07-02 01:46:00,1
2019-07-02 01:47:00,1
2019-07-02 01:48:00,1
2019-07-02 01:50:00,2
2019-07-02 01:52:00,1
2019-07-02 01:53:00,2
2019-07-02 01:54:00,1
2019-07-02 01:55:00,1
2019-07-02 01:56:00,1
2019-07-02 01:57:00,1
2019-07-02 01:58:00,1
2019-07-02 01:59:00,1
2019-07-02 02:00:00,1
2019-07-02 02:01:00,1
2019-07-02 02:03:00,1
2019-07-02 02:04:00,1
2019-07-02 02:05:00,1
2019-07-02 02:06:00,1
2019-07-02 02:07:00,1
2019-07-02 02:08:00,1
2019-07-02 02:10:00,1
2019-07-02 02:11:00,1
2019-07-02 02:12:00,1
2019-07-02 02:13:00,1
2019-07-02 02:14:00,1
2019-07-02 02:15:00,1
2019-07-02 02:16:00,1
2019-07-02 02:17:00,1
2019-07-02 02:18:00,1
2019-07-02 02:19:00,1
2019-07-02 02:20:00,1
2019-07-02 02:21:00,1
2019-07-02 04:21:00,1
2019-07-02 04:58:00,1
2019-07-02 05:09:00,1
2019-07-02 05:47:00,1
2019-07-02 08:06:00,1
2019-07-02 08:51:00,1
2019-07-02 11:42:00,1
2019-07-02 11:47:00,1
2019-07-02 12:45:00,1
2019-07-02 14:33:00,1
2019-07-02 15:41:00,1
2019-07-02 17:28:00,1
2019-07-02 18:37:00,1
2019-07-02 19:41:00,1
2019-07-02 21:47:00,1
2019-07-02 22:34:00,1
2019-07-02 23:05:00,1
2019-07-02 23:52:00,1
2019-07-02 23:54:00,1
