205,"SELECT p.ra,p.dec,   p.psfmag_g,p.psfMagErr_g,   p.psfmag_r,p.psfMagErr_r,   p.psfmag_i,p.psfMagErr_i,   p.psfmag_z,p.psfMagErr_z,   f.mjd_r,f.mjd_g,f.mjd_i,f.mjd_z   FROM PhotoObjAll p   JOIN field as f on p.fieldid = f.fieldid   WHERE ra between # and #   and dec between # and #   and p.parentID = #   order by f.mjd_r"
2019-07-02 18:46:00,1
2019-07-02 18:48:00,1
2019-07-02 18:49:00,2
2019-07-02 18:50:00,3
2019-07-02 18:51:00,2
2019-07-02 18:52:00,2
2019-07-02 18:53:00,5
2019-07-02 18:54:00,3
2019-07-02 18:55:00,1
2019-07-02 18:56:00,3
2019-07-02 18:57:00,2
2019-07-02 18:58:00,4
2019-07-02 18:59:00,1
2019-07-02 19:00:00,4
2019-07-02 19:01:00,3
2019-07-02 19:02:00,5
2019-07-02 19:03:00,4
2019-07-02 19:04:00,4
2019-07-02 19:05:00,5
2019-07-02 19:06:00,1
2019-07-02 19:07:00,3
2019-07-02 19:08:00,2
2019-07-02 19:09:00,1
2019-07-02 19:10:00,1
2019-07-02 19:11:00,2
2019-07-02 19:12:00,1
2019-07-02 19:13:00,2
2019-07-02 19:14:00,1
2019-07-02 19:15:00,1
2019-07-02 19:16:00,1
2019-07-02 19:17:00,1
2019-07-02 19:18:00,1
2019-07-02 19:19:00,2
2019-07-02 19:20:00,2
2019-07-02 19:22:00,2
2019-07-02 19:23:00,1
2019-07-02 19:24:00,1
2019-07-02 19:25:00,1
2019-07-02 19:26:00,2
2019-07-02 19:27:00,1
2019-07-02 19:28:00,4
2019-07-02 19:29:00,2
2019-07-02 19:30:00,3
2019-07-02 19:31:00,3
2019-07-02 19:32:00,4
2019-07-02 19:33:00,1
2019-07-02 19:34:00,3
2019-07-02 19:35:00,2
2019-07-02 19:36:00,2
2019-07-02 19:37:00,1
2019-07-02 19:38:00,2
2019-07-02 19:39:00,2
2019-07-02 19:40:00,4
2019-07-02 19:41:00,2
2019-07-02 19:42:00,2
2019-07-02 19:43:00,2
2019-07-02 19:44:00,3
2019-07-02 19:45:00,2
2019-07-02 19:46:00,3
2019-07-02 19:47:00,3
2019-07-02 19:48:00,4
2019-07-02 19:49:00,2
2019-07-02 19:50:00,2
2019-07-02 19:51:00,2
2019-07-02 19:52:00,2
2019-07-02 19:53:00,3
2019-07-02 19:54:00,2
2019-07-02 19:55:00,2
2019-07-02 19:56:00,3
2019-07-02 19:57:00,3
2019-07-02 19:58:00,3
2019-07-02 19:59:00,2
2019-07-02 20:00:00,2
2019-07-02 20:01:00,3
2019-07-02 20:02:00,2
2019-07-02 20:03:00,2
2019-07-02 20:04:00,2
2019-07-02 20:05:00,1
2019-07-02 20:06:00,2
2019-07-02 20:07:00,2
2019-07-02 20:08:00,2
2019-07-02 20:09:00,3
2019-07-02 20:10:00,1
2019-07-02 20:11:00,2
2019-07-02 20:12:00,1
2019-07-02 20:13:00,2
2019-07-02 20:14:00,2
2019-07-02 20:15:00,1
2019-07-02 20:16:00,2
2019-07-02 20:17:00,2
2019-07-02 20:18:00,2
2019-07-02 20:19:00,1
2019-07-02 20:20:00,3
