9,"SELECT p.objId,p.ra,p.dec,p.petror9#_r, p.expAB_r,     p.dered_u as u, p.dered_g as g,      s.z, s.plate, s.mjd, s.fiberid, n.sersic_n FROM galaxy AS p    JOIN SpecObj AS s ON s.bestobjid = p.objid    JOIN nsatlas AS n ON n.mjd = s.mjd and n.fiberID = s.fiberID and n.plate = s.plate WHERE p.petror9#_r > #   and p.ra between # and #   and p.g < #"
2019-07-02 11:58:00,1
2019-07-02 12:00:00,3
2019-07-02 12:06:00,1
2019-07-02 12:07:00,1
2019-07-02 12:09:00,1
2019-07-02 12:11:00,1
2019-07-02 12:19:00,1
