35,"select p.objid as name, p.ra, p.dec from galaxy p, specobj s where p.objid=s.bestobjid and (p.g BETWEEN # AND #) and s.z BETWEEN # AND #"
2019-07-02 00:12:00,1
2019-07-02 00:19:00,1
2019-07-02 00:28:00,1
2019-07-02 00:31:00,1
2019-07-02 00:47:00,1
2019-07-02 00:56:00,1
2019-07-02 01:06:00,1
2019-07-02 01:09:00,2
2019-07-02 01:11:00,1
2019-07-02 01:13:00,1
2019-07-02 01:15:00,1
2019-07-02 01:18:00,1
2019-07-02 01:21:00,2
2019-07-02 01:24:00,1
2019-07-02 01:29:00,1
2019-07-02 01:36:00,1
2019-07-02 01:41:00,1
2019-07-02 01:44:00,1
2019-07-02 01:48:00,2
2019-07-02 01:55:00,1
2019-07-02 02:00:00,1
2019-07-02 02:10:00,1
2019-07-02 02:20:00,2
2019-07-02 02:37:00,1
2019-07-02 02:50:00,1
2019-07-02 03:10:00,1
2019-07-02 13:37:00,1
2019-07-02 14:02:00,1
2019-07-02 14:09:00,2
2019-07-02 17:17:00,1
