26,"SELECT  top # p.objid,    p.run, p.rerun, p.camcol, p.field, p.obj,    p.type, p.ra, p.dec, p.u,p.g, p.r, p.i, p.z,    p.Err_u, p.Err_g, p.Err_r, p.Err_i, p.Err_z    FROM fGetObjFromRect(#,#,#,#) n,   PhotoPrimary p    WHERE n.objID=p.objID"
2019-07-02 01:14:00,3
2019-07-02 01:15:00,1
2019-07-02 01:25:00,3
2019-07-02 01:26:00,1
2019-07-02 01:30:00,1
2019-07-02 01:31:00,3
2019-07-02 01:37:00,1
2019-07-02 01:38:00,3
2019-07-02 03:46:00,1
2019-07-02 05:21:00,1
2019-07-02 15:37:00,3
2019-07-02 15:38:00,1
2019-07-02 16:46:00,2
2019-07-02 16:47:00,2
