49,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-07-02 06:00:00,1
2019-07-02 09:57:00,1
2019-07-02 10:12:00,1
2019-07-02 11:31:00,1
2019-07-02 12:45:00,1
2019-07-02 13:02:00,4
2019-07-02 13:04:00,3
2019-07-02 13:05:00,1
2019-07-02 13:06:00,13
2019-07-02 13:09:00,5
2019-07-02 13:11:00,2
2019-07-02 13:12:00,3
2019-07-02 15:13:00,1
2019-07-02 15:18:00,1
2019-07-02 16:03:00,1
2019-07-02 16:14:00,1
2019-07-02 16:23:00,2
2019-07-02 16:25:00,1
2019-07-02 17:43:00,1
2019-07-02 17:56:00,1
2019-07-02 18:06:00,1
2019-07-02 18:08:00,1
2019-07-02 23:34:00,1
2019-07-02 23:53:00,1
