13146,"SELECT DISTINCT p.ra , p.dec FROM PhotoObjAll p WHERE (p.ra BETWEEN # AND #) AND (p.dec BETWEEN # AND #) AND p.run = # AND p.rerun = # AND p.camcol = # AND p.field = # GROUP BY p.ra, p.dec"
2019-02-07 07:55:00,15
2019-02-07 07:57:00,10
2019-02-07 07:58:00,10
2019-02-07 07:59:00,15
2019-02-07 08:00:00,5
2019-02-07 08:06:00,5
2019-02-07 08:07:00,45
2019-02-07 08:08:00,20
2019-02-07 08:15:00,19
2019-02-07 08:16:00,35
2019-02-07 08:17:00,6
2019-02-07 08:24:00,49
2019-02-07 08:25:00,1
2019-02-07 08:26:00,10
2019-02-07 08:27:00,5
2019-02-07 08:35:00,40
2019-02-07 08:43:00,25
2019-02-07 08:44:00,25
2019-02-07 08:45:00,10
2019-02-07 08:52:00,50
2019-02-07 08:53:00,10
2019-02-07 08:54:00,10
2019-02-07 08:55:00,10
2019-02-07 08:56:00,5
2019-02-07 09:03:00,7
2019-02-07 09:04:00,43
2019-02-07 09:06:00,25
2019-02-07 09:07:00,5
2019-02-07 09:14:00,9
2019-02-07 09:15:00,41
2019-02-07 09:16:00,10
2019-02-07 09:17:00,5
2019-02-07 09:21:00,25
2019-02-07 09:22:00,10
2019-02-07 09:26:00,20
2019-02-07 09:27:00,10
2019-02-07 09:28:00,10
2019-02-07 09:29:00,1
2019-02-07 09:30:00,9
2019-02-07 09:37:00,50
2019-02-07 09:38:00,10
2019-02-07 09:40:00,15
2019-02-07 09:43:00,5
2019-02-07 09:44:00,20
2019-02-07 09:45:00,10
2019-02-07 09:51:00,16
2019-02-07 09:52:00,39
2019-02-07 09:53:00,5
2019-02-07 09:54:00,16
2019-02-07 09:55:00,4
2019-02-07 09:58:00,10
2019-02-07 09:59:00,40
2019-02-07 10:03:00,21
2019-02-07 10:04:00,29
2019-02-07 10:05:00,10
2019-02-07 10:06:00,11
2019-02-07 10:07:00,9
2019-02-07 10:14:00,8
2019-02-07 10:15:00,42
2019-02-07 10:20:00,35
2019-02-07 10:21:00,50
2019-02-07 10:23:00,7
2019-02-07 10:24:00,8
2019-02-07 10:25:00,10
2019-02-07 10:26:00,5
2019-02-07 10:27:00,13
2019-02-07 10:28:00,7
2019-02-07 10:35:00,50
2019-02-07 10:36:00,5
2019-02-07 10:42:00,30
2019-02-07 10:43:00,20
2019-02-07 10:48:00,50
2019-02-07 10:49:00,5
2019-02-07 10:50:00,10
2019-02-07 10:51:00,11
2019-02-07 10:53:00,13
2019-02-07 10:54:00,17
2019-02-07 10:55:00,10
2019-02-07 11:02:00,1
2019-02-07 11:03:00,49
2019-02-07 11:04:00,5
2019-02-07 11:05:00,10
2019-02-07 11:06:00,10
2019-02-07 11:08:00,20
2019-02-07 11:09:00,5
2019-02-07 11:10:00,10
2019-02-07 11:11:00,10
2019-02-07 11:16:00,25
2019-02-07 11:17:00,5
2019-02-07 11:18:00,15
2019-02-07 11:19:00,14
2019-02-07 11:20:00,6
2019-02-07 11:21:00,15
2019-02-07 11:22:00,5
2019-02-07 11:23:00,13
2019-02-07 11:24:00,7
2019-02-07 11:25:00,15
2019-02-07 11:26:00,15
2019-02-07 11:27:00,5
2019-02-07 11:28:00,10
2019-02-07 11:29:00,3
2019-02-07 11:30:00,7
2019-02-07 11:38:00,48
2019-02-07 11:39:00,7
2019-02-07 11:41:00,10
2019-02-07 11:56:00,1
2019-02-07 11:57:00,2
2019-02-07 12:01:00,2
2019-02-07 12:03:00,10
2019-02-07 12:04:00,36
2019-02-07 12:05:00,40
2019-02-07 12:06:00,39
2019-02-07 12:07:00,43
2019-02-07 12:08:00,17
2019-02-07 12:10:00,5
2019-02-07 12:11:00,30
2019-02-07 12:12:00,6
2019-02-07 12:13:00,50
2019-02-07 12:14:00,39
2019-02-07 12:15:00,40
2019-02-07 12:16:00,50
2019-02-07 12:17:00,39
2019-02-07 12:18:00,46
2019-02-07 12:19:00,48
2019-02-07 12:20:00,32
2019-02-07 12:21:00,42
2019-02-07 12:22:00,44
2019-02-07 12:23:00,31
2019-02-07 12:24:00,30
2019-02-07 12:25:00,40
2019-02-07 12:26:00,30
2019-02-07 12:27:00,55
2019-02-07 12:28:00,41
2019-02-07 12:29:00,39
2019-02-07 12:30:00,51
2019-02-07 12:31:00,42
2019-02-07 12:32:00,47
2019-02-07 12:33:00,39
2019-02-07 12:34:00,41
2019-02-07 12:35:00,50
2019-02-07 12:36:00,32
2019-02-07 12:37:00,48
2019-02-07 12:38:00,35
2019-02-07 12:39:00,50
2019-02-07 12:40:00,20
2019-02-07 12:41:00,35
2019-02-07 12:42:00,26
2019-02-07 12:43:00,39
2019-02-07 12:44:00,42
2019-02-07 12:45:00,37
2019-02-07 12:46:00,38
2019-02-07 12:47:00,35
2019-02-07 12:48:00,34
2019-02-07 12:49:00,36
2019-02-07 12:50:00,45
2019-02-07 12:51:00,35
2019-02-07 12:52:00,34
2019-02-07 12:53:00,31
2019-02-07 12:54:00,34
2019-02-07 12:55:00,37
2019-02-07 12:56:00,44
2019-02-07 12:57:00,27
2019-02-07 12:58:00,36
2019-02-07 12:59:00,36
2019-02-07 13:00:00,40
2019-02-07 13:01:00,33
2019-02-07 13:02:00,39
2019-02-07 13:03:00,31
2019-02-07 13:04:00,31
2019-02-07 13:05:00,29
2019-02-07 13:06:00,40
2019-02-07 13:07:00,25
2019-02-07 13:08:00,20
2019-02-07 13:09:00,40
2019-02-07 13:10:00,28
2019-02-07 13:11:00,28
2019-02-07 13:12:00,34
2019-02-07 13:13:00,40
2019-02-07 13:14:00,27
2019-02-07 13:15:00,33
2019-02-07 13:16:00,42
2019-02-07 13:17:00,33
2019-02-07 13:18:00,45
2019-02-07 13:19:00,35
2019-02-07 13:20:00,39
2019-02-07 13:21:00,36
2019-02-07 13:22:00,35
2019-02-07 13:23:00,30
2019-02-07 13:24:00,34
2019-02-07 13:25:00,34
2019-02-07 13:26:00,44
2019-02-07 13:27:00,27
2019-02-07 13:28:00,25
2019-02-07 13:29:00,30
2019-02-07 13:30:00,35
2019-02-07 13:31:00,32
2019-02-07 13:32:00,39
2019-02-07 13:33:00,36
2019-02-07 13:34:00,33
2019-02-07 13:35:00,33
2019-02-07 13:36:00,35
2019-02-07 13:37:00,35
2019-02-07 13:38:00,20
2019-02-07 13:39:00,15
2019-02-07 13:40:00,64
2019-02-07 13:41:00,52
2019-02-07 13:42:00,48
2019-02-07 13:43:00,40
2019-02-07 13:44:00,40
2019-02-07 13:45:00,50
2019-02-07 13:46:00,51
2019-02-07 13:47:00,37
2019-02-07 13:48:00,31
2019-02-07 13:49:00,44
2019-02-07 13:50:00,50
2019-02-07 13:51:00,40
2019-02-07 13:52:00,43
2019-02-07 13:53:00,44
2019-02-07 13:54:00,48
2019-02-07 13:55:00,35
2019-02-07 13:56:00,37
2019-02-07 13:57:00,39
2019-02-07 13:58:00,38
2019-02-07 13:59:00,36
2019-02-07 14:00:00,37
2019-02-07 14:01:00,54
2019-02-07 14:02:00,37
2019-02-07 14:03:00,37
2019-02-07 14:04:00,34
2019-02-07 14:05:00,31
2019-02-07 14:06:00,35
2019-02-07 14:07:00,45
2019-02-07 17:37:00,20
2019-02-07 17:38:00,53
2019-02-07 17:39:00,45
2019-02-07 17:40:00,37
2019-02-07 17:41:00,50
2019-02-07 17:42:00,48
2019-02-07 17:43:00,46
2019-02-07 17:44:00,37
2019-02-07 17:45:00,51
2019-02-07 17:46:00,47
2019-02-07 17:47:00,55
2019-02-07 17:48:00,36
2019-02-07 17:49:00,50
2019-02-07 17:50:00,5
2019-02-07 18:13:00,29
2019-02-07 18:14:00,51
2019-02-07 18:15:00,45
2019-02-07 18:16:00,38
2019-02-07 18:17:00,47
2019-02-07 18:18:00,50
2019-02-07 18:19:00,50
2019-02-07 18:20:00,40
2019-02-07 18:21:00,51
2019-02-07 18:22:00,47
2019-02-07 18:23:00,51
2019-02-07 18:24:00,34
2019-02-07 18:25:00,47
2019-02-07 18:39:00,15
2019-02-07 18:40:00,45
2019-02-07 18:41:00,55
2019-02-07 18:42:00,40
2019-02-07 18:43:00,50
2019-02-07 18:44:00,42
2019-02-07 18:45:00,50
2019-02-07 18:46:00,39
2019-02-07 18:47:00,52
2019-02-07 18:48:00,51
2019-02-07 18:49:00,51
2019-02-07 18:50:00,36
2019-02-07 18:51:00,51
2019-02-07 18:52:00,28
2019-02-07 18:53:00,41
2019-02-07 18:54:00,49
2019-02-07 18:55:00,44
2019-02-07 18:56:00,36
2019-02-07 18:57:00,44
2019-02-07 18:58:00,40
2019-02-07 18:59:00,37
2019-02-07 19:00:00,36
2019-02-07 19:01:00,29
2019-02-07 19:02:00,32
2019-02-07 19:03:00,51
2019-02-07 19:04:00,41
2019-02-07 19:05:00,44
2019-02-07 19:06:00,48
2019-02-07 19:07:00,52
2019-02-07 19:08:00,42
2019-02-07 19:09:00,45
2019-02-07 19:10:00,43
2019-02-07 19:11:00,50
2019-02-07 19:12:00,47
2019-02-07 19:13:00,40
2019-02-07 19:14:00,50
2019-02-07 19:15:00,40
2019-02-07 19:16:00,45
2019-02-07 19:17:00,40
2019-02-07 19:18:00,34
2019-02-07 19:19:00,46
2019-02-07 19:20:00,36
2019-02-07 19:21:00,44
2019-02-07 19:22:00,36
2019-02-07 19:23:00,50
2019-02-07 19:24:00,54
2019-02-07 19:25:00,25
2019-02-07 19:26:00,55
2019-02-07 19:27:00,30
2019-02-07 19:28:00,40
2019-02-07 19:29:00,46
2019-02-07 19:30:00,45
2019-02-07 19:31:00,21
