20,select * from galSpecIndx where specObjId=#
2019-02-07 01:37:00,1
2019-02-07 02:17:00,1
2019-02-07 04:53:00,1
2019-02-07 04:57:00,1
2019-02-07 05:10:00,1
2019-02-07 05:26:00,1
2019-02-07 06:21:00,1
2019-02-07 08:26:00,1
2019-02-07 09:09:00,1
2019-02-07 09:51:00,1
2019-02-07 11:47:00,1
2019-02-07 12:02:00,1
2019-02-07 13:17:00,1
2019-02-07 14:56:00,1
2019-02-07 15:32:00,1
2019-02-07 16:44:00,1
2019-02-07 16:47:00,1
2019-02-07 18:54:00,1
2019-02-07 22:00:00,1
2019-02-07 23:22:00,1
