52,select * from SpecObjAll where specObjId=#
2019-02-07 00:02:00,1
2019-02-07 03:46:00,1
2019-02-07 04:50:00,1
2019-02-07 05:48:00,1
2019-02-07 06:07:00,1
2019-02-07 06:44:00,1
2019-02-07 08:30:00,3
2019-02-07 08:48:00,1
2019-02-07 08:59:00,1
2019-02-07 09:11:00,1
2019-02-07 09:30:00,1
2019-02-07 10:23:00,1
2019-02-07 10:45:00,1
2019-02-07 10:50:00,1
2019-02-07 11:08:00,1
2019-02-07 15:36:00,1
2019-02-07 15:40:00,1
2019-02-07 16:06:00,1
2019-02-07 16:41:00,1
2019-02-07 16:44:00,16
2019-02-07 17:24:00,1
2019-02-07 17:52:00,1
2019-02-07 17:57:00,1
2019-02-07 17:58:00,1
2019-02-07 18:04:00,1
2019-02-07 19:04:00,1
2019-02-07 19:10:00,1
2019-02-07 19:47:00,1
2019-02-07 20:00:00,1
2019-02-07 20:55:00,1
2019-02-07 21:12:00,1
2019-02-07 21:20:00,1
2019-02-07 21:28:00,1
2019-02-07 23:22:00,1
2019-02-07 23:40:00,1
