7,"SELECT TOP # s.z, g.petroRad_r FROM Galaxy as g JOIN SpecObj as s ON g.ObjID = s.bestObjID WHERE modelMag_g-modelMag_r >#"
2019-02-07 17:15:00,1
2019-02-07 17:17:00,1
2019-02-07 17:18:00,1
2019-02-07 17:19:00,2
2019-02-07 17:26:00,1
2019-02-07 17:27:00,1
