30,select * from sppLines where specObjId=#
2019-02-07 00:25:00,1
2019-02-07 00:31:00,1
2019-02-07 00:47:00,1
2019-02-07 02:48:00,1
2019-02-07 03:52:00,1
2019-02-07 04:59:00,1
2019-02-07 05:06:00,1
2019-02-07 06:33:00,1
2019-02-07 06:39:00,1
2019-02-07 06:40:00,1
2019-02-07 07:40:00,1
2019-02-07 08:00:00,1
2019-02-07 09:43:00,1
2019-02-07 09:45:00,1
2019-02-07 11:49:00,1
2019-02-07 12:40:00,1
2019-02-07 12:51:00,1
2019-02-07 12:56:00,1
2019-02-07 14:51:00,1
2019-02-07 15:09:00,1
2019-02-07 15:46:00,1
2019-02-07 15:57:00,1
2019-02-07 16:44:00,1
2019-02-07 16:45:00,1
2019-02-07 18:06:00,1
2019-02-07 18:46:00,1
2019-02-07 18:52:00,1
2019-02-07 20:49:00,1
2019-02-07 22:00:00,1
2019-02-07 23:22:00,1
