351,"select survey, run2d, plate,mjd, fiberID, specObjID from SpecObj where class = &&& and ra between # and # and dec between # and #"
2019-08-22 00:00:00,4
2019-08-22 00:01:00,4
2019-08-22 00:02:00,4
2019-08-22 00:03:00,4
2019-08-22 00:04:00,3
2019-08-22 00:05:00,3
2019-08-22 00:06:00,4
2019-08-22 00:07:00,3
2019-08-22 00:08:00,3
2019-08-22 00:09:00,2
2019-08-22 00:10:00,2
2019-08-22 00:11:00,2
2019-08-22 00:12:00,1
2019-08-22 00:13:00,2
2019-08-22 00:14:00,1
2019-08-22 00:16:00,1
2019-08-22 00:21:00,1
2019-08-22 00:24:00,1
2019-08-22 00:25:00,1
2019-08-22 00:28:00,2
2019-08-22 00:33:00,1
2019-08-22 00:36:00,2
2019-08-22 00:37:00,2
2019-08-22 00:38:00,1
2019-08-22 00:39:00,1
2019-08-22 00:41:00,1
2019-08-22 00:42:00,1
2019-08-22 00:43:00,2
2019-08-22 00:44:00,2
2019-08-22 00:45:00,1
2019-08-22 00:46:00,2
2019-08-22 00:47:00,4
2019-08-22 00:48:00,4
2019-08-22 00:49:00,3
2019-08-22 00:50:00,5
2019-08-22 00:51:00,3
2019-08-22 00:52:00,4
2019-08-22 00:53:00,5
2019-08-22 00:54:00,3
2019-08-22 00:55:00,5
2019-08-22 00:56:00,4
2019-08-22 00:57:00,4
2019-08-22 00:58:00,3
2019-08-22 00:59:00,5
2019-08-22 01:00:00,4
2019-08-22 01:01:00,5
2019-08-22 01:02:00,3
2019-08-22 01:03:00,5
2019-08-22 01:04:00,3
2019-08-22 01:05:00,4
2019-08-22 01:06:00,4
2019-08-22 01:07:00,5
2019-08-22 01:08:00,3
2019-08-22 01:09:00,4
2019-08-22 01:10:00,5
2019-08-22 01:11:00,3
2019-08-22 01:12:00,5
2019-08-22 01:13:00,5
2019-08-22 01:14:00,4
2019-08-22 01:15:00,4
2019-08-22 01:16:00,3
2019-08-22 01:17:00,4
2019-08-22 01:18:00,4
2019-08-22 01:19:00,3
2019-08-22 01:20:00,4
2019-08-22 01:21:00,4
2019-08-22 01:22:00,5
2019-08-22 01:23:00,3
2019-08-22 01:24:00,4
2019-08-22 01:25:00,4
2019-08-22 01:26:00,4
2019-08-22 01:27:00,3
2019-08-22 01:28:00,5
2019-08-22 01:29:00,5
2019-08-22 01:30:00,4
2019-08-22 01:31:00,5
2019-08-22 01:32:00,4
2019-08-22 01:33:00,5
2019-08-22 01:34:00,4
2019-08-22 01:35:00,4
2019-08-22 01:36:00,4
2019-08-22 01:37:00,4
2019-08-22 01:38:00,4
2019-08-22 01:39:00,5
2019-08-22 01:40:00,5
2019-08-22 01:41:00,5
2019-08-22 01:42:00,4
2019-08-22 01:43:00,4
2019-08-22 01:44:00,5
2019-08-22 01:45:00,4
2019-08-22 01:46:00,5
2019-08-22 01:47:00,2
2019-08-22 01:48:00,5
2019-08-22 01:49:00,5
2019-08-22 01:50:00,5
2019-08-22 01:51:00,6
2019-08-22 01:52:00,4
2019-08-22 01:53:00,4
2019-08-22 01:54:00,4
2019-08-22 01:55:00,4
