98,"select p.run, p.camcol, p.field from STAR as p inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-22 06:55:00,2
2019-08-22 06:56:00,5
2019-08-22 06:57:00,2
2019-08-22 06:59:00,2
2019-08-22 07:06:00,8
2019-08-22 07:08:00,2
2019-08-22 07:12:00,2
2019-08-22 07:16:00,3
2019-08-22 07:17:00,2
2019-08-22 07:19:00,1
2019-08-22 07:23:00,2
2019-08-22 07:27:00,3
2019-08-22 07:28:00,2
2019-08-22 07:30:00,1
2019-08-22 07:37:00,3
2019-08-22 07:43:00,2
2019-08-22 07:48:00,4
2019-08-22 07:49:00,3
2019-08-22 07:52:00,4
2019-08-22 07:55:00,2
2019-08-22 07:59:00,7
2019-08-22 08:02:00,1
2019-08-22 08:03:00,2
2019-08-22 08:09:00,2
2019-08-22 08:10:00,3
2019-08-22 08:12:00,1
2019-08-22 08:20:00,2
2019-08-22 08:23:00,1
2019-08-22 08:26:00,2
2019-08-22 08:32:00,1
2019-08-22 08:33:00,2
2019-08-22 08:35:00,2
2019-08-22 08:36:00,1
2019-08-22 13:31:00,2
2019-08-22 13:32:00,2
2019-08-22 13:33:00,1
2019-08-22 13:34:00,3
2019-08-22 13:35:00,4
2019-08-22 13:40:00,1
2019-08-22 13:44:00,1
2019-08-22 13:45:00,1
2019-08-22 13:47:00,1
