134,"select p.run, p.camcol, p.field from STAR as p   inner join dbo.fGetNearbyObjEq(#,#,#) as N on p.objid = N.objid"
2019-08-22 12:16:00,2
2019-08-22 12:18:00,2
2019-08-22 12:22:00,2
2019-08-22 12:24:00,2
2019-08-22 12:28:00,2
2019-08-22 12:29:00,2
2019-08-22 12:34:00,2
2019-08-22 12:35:00,2
2019-08-22 12:41:00,2
2019-08-22 12:56:00,2
2019-08-22 13:08:00,2
2019-08-22 13:15:00,2
2019-08-22 13:16:00,4
2019-08-22 13:17:00,2
2019-08-22 13:19:00,2
2019-08-22 13:20:00,2
2019-08-22 13:22:00,2
2019-08-22 13:27:00,2
2019-08-22 13:31:00,2
2019-08-22 13:33:00,2
2019-08-22 13:45:00,2
2019-08-22 13:47:00,2
2019-08-22 13:48:00,4
2019-08-22 13:49:00,8
2019-08-22 14:07:00,2
2019-08-22 15:01:00,2
2019-08-22 15:06:00,2
2019-08-22 15:10:00,2
2019-08-22 15:15:00,2
2019-08-22 15:31:00,2
2019-08-22 15:32:00,2
2019-08-22 15:33:00,2
2019-08-22 15:34:00,2
2019-08-22 15:35:00,6
2019-08-22 15:38:00,4
2019-08-22 15:39:00,2
2019-08-22 15:40:00,2
2019-08-22 15:45:00,2
2019-08-22 16:02:00,2
2019-08-22 16:06:00,2
2019-08-22 16:07:00,2
2019-08-22 16:09:00,2
2019-08-22 16:12:00,4
2019-08-22 16:16:00,2
2019-08-22 16:18:00,2
2019-08-22 16:23:00,2
2019-08-22 16:53:00,2
2019-08-22 16:54:00,2
2019-08-22 16:56:00,2
2019-08-22 16:57:00,2
2019-08-22 17:04:00,2
2019-08-22 17:06:00,2
2019-08-22 17:07:00,2
2019-08-22 17:09:00,2
2019-08-22 17:18:00,2
2019-08-22 17:19:00,2
2019-08-22 17:21:00,2
2019-08-22 17:22:00,2
