16,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-08-22 14:25:00,1
2019-08-22 14:34:00,1
2019-08-22 14:43:00,1
2019-08-22 14:50:00,1
2019-08-22 14:54:00,1
2019-08-22 14:59:00,1
2019-08-22 15:09:00,1
2019-08-22 15:21:00,1
2019-08-22 15:30:00,1
2019-08-22 15:35:00,1
2019-08-22 15:48:00,1
2019-08-22 15:56:00,1
2019-08-22 15:58:00,1
2019-08-22 16:00:00,1
2019-08-22 16:06:00,1
2019-08-22 16:09:00,1
