597,"SELECT * FROM dbo.fFootprintEq( #,#,#)"
2019-08-22 01:05:00,2
2019-08-22 01:09:00,4
2019-08-22 01:10:00,4
2019-08-22 01:11:00,4
2019-08-22 01:12:00,4
2019-08-22 02:08:00,8
2019-08-22 02:09:00,1
2019-08-22 02:10:00,1
2019-08-22 02:18:00,4
2019-08-22 02:19:00,8
2019-08-22 02:20:00,8
2019-08-22 02:21:00,9
2019-08-22 02:22:00,13
2019-08-22 02:23:00,6
2019-08-22 02:24:00,6
2019-08-22 02:25:00,4
2019-08-22 02:26:00,6
2019-08-22 02:27:00,8
2019-08-22 02:28:00,2
2019-08-22 02:29:00,8
2019-08-22 02:30:00,6
2019-08-22 02:31:00,7
2019-08-22 02:32:00,5
2019-08-22 02:33:00,8
2019-08-22 02:34:00,6
2019-08-22 02:35:00,4
2019-08-22 02:36:00,6
2019-08-22 02:37:00,8
2019-08-22 02:38:00,4
2019-08-22 02:39:00,4
2019-08-22 02:40:00,6
2019-08-22 02:41:00,6
2019-08-22 02:42:00,6
2019-08-22 02:43:00,4
2019-08-22 02:44:00,6
2019-08-22 02:45:00,4
2019-08-22 02:46:00,8
2019-08-22 02:47:00,6
2019-08-22 02:48:00,4
2019-08-22 02:49:00,6
2019-08-22 02:50:00,6
2019-08-22 02:51:00,6
2019-08-22 02:52:00,8
2019-08-22 02:53:00,4
2019-08-22 02:54:00,8
2019-08-22 02:55:00,4
2019-08-22 02:56:00,5
2019-08-22 02:57:00,5
2019-08-22 02:58:00,6
2019-08-22 02:59:00,6
2019-08-22 03:00:00,8
2019-08-22 03:01:00,4
2019-08-22 03:02:00,6
2019-08-22 03:03:00,6
2019-08-22 03:04:00,4
2019-08-22 03:05:00,8
2019-08-22 03:06:00,8
2019-08-22 03:07:00,4
2019-08-22 03:08:00,4
2019-08-22 03:09:00,6
2019-08-22 03:10:00,4
2019-08-22 03:11:00,8
2019-08-22 03:12:00,4
2019-08-22 03:13:00,6
2019-08-22 03:14:00,6
2019-08-22 03:15:00,4
2019-08-22 03:16:00,6
2019-08-22 03:17:00,8
2019-08-22 03:18:00,8
2019-08-22 03:19:00,4
2019-08-22 03:20:00,4
2019-08-22 03:21:00,6
2019-08-22 03:22:00,6
2019-08-22 03:23:00,6
2019-08-22 03:24:00,6
2019-08-22 03:25:00,4
2019-08-22 03:26:00,4
2019-08-22 03:27:00,8
2019-08-22 03:28:00,6
2019-08-22 03:29:00,6
2019-08-22 03:30:00,4
2019-08-22 03:31:00,8
2019-08-22 03:32:00,4
2019-08-22 03:33:00,8
2019-08-22 03:34:00,6
2019-08-22 03:35:00,4
2019-08-22 03:36:00,6
2019-08-22 03:37:00,8
2019-08-22 03:38:00,4
2019-08-22 03:39:00,8
2019-08-22 03:40:00,6
2019-08-22 03:41:00,5
2019-08-22 03:42:00,3
2019-08-22 03:43:00,4
2019-08-22 03:44:00,4
2019-08-22 03:45:00,6
2019-08-22 03:46:00,5
2019-08-22 03:47:00,5
2019-08-22 03:49:00,2
2019-08-22 03:50:00,8
2019-08-22 03:51:00,4
2019-08-22 03:52:00,6
2019-08-22 03:53:00,6
2019-08-22 03:54:00,8
2019-08-22 03:55:00,6
2019-08-22 03:56:00,2
2019-08-22 06:01:00,1
2019-08-22 15:17:00,2
