840,"select [indexMapID],[code],[type],[tableName],[fieldList],[foreignKey] from IndexMap  where tableName=&&& order by [indexMapId]"
2019-08-22 00:07:00,42
2019-08-22 00:40:00,42
2019-08-22 02:38:00,42
2019-08-22 02:51:00,42
2019-08-22 05:38:00,42
2019-08-22 06:29:00,42
2019-08-22 07:28:00,1
2019-08-22 07:34:00,1
2019-08-22 08:26:00,42
2019-08-22 09:30:00,1
2019-08-22 09:33:00,1
2019-08-22 10:00:00,1
2019-08-22 10:55:00,42
2019-08-22 11:22:00,32
2019-08-22 11:23:00,10
2019-08-22 16:04:00,42
2019-08-22 19:12:00,1
2019-08-22 19:18:00,18
2019-08-22 19:47:00,42
2019-08-22 19:52:00,24
2019-08-22 19:53:00,144
2019-08-22 19:59:00,42
2019-08-22 21:06:00,18
2019-08-22 21:42:00,42
2019-08-22 23:09:00,42
2019-08-22 23:26:00,42
