8,select top # * from [dr1#_lcg]
2019-08-22 09:45:00,1
2019-08-22 10:07:00,1
2019-08-22 10:13:00,1
2019-08-22 10:17:00,1
2019-08-22 10:24:00,1
2019-08-22 10:27:00,1
2019-08-22 10:32:00,1
2019-08-22 10:34:00,1
