23,select * from SpecLineIndex where specObjId=#
2019-08-22 12:08:00,1
2019-08-22 13:44:00,1
2019-08-22 15:03:00,1
2019-08-22 15:36:00,1
2019-08-22 15:37:00,1
2019-08-22 16:03:00,1
2019-08-22 17:38:00,1
2019-08-22 18:37:00,1
2019-08-22 19:10:00,1
2019-08-22 19:16:00,2
2019-08-22 19:40:00,1
2019-08-22 20:43:00,1
2019-08-22 21:44:00,1
2019-08-22 21:48:00,1
2019-08-22 22:24:00,1
2019-08-22 22:25:00,1
2019-08-22 22:51:00,2
2019-08-22 22:58:00,1
2019-08-22 22:59:00,1
2019-08-22 23:43:00,1
2019-08-22 23:51:00,1
