3279,"SELECT DISTINCT p.ra, p.dec, p.clean, p.u, p.g, p.r, p.i, p.z FROM PhotoObjAll AS p WHERE ((p.ra between # and #) and (p.dec between # and #))"
2019-11-02 12:30:00,71
2019-11-02 12:31:00,317
2019-11-02 12:32:00,98
2019-11-02 12:33:00,123
2019-11-02 12:34:00,213
2019-11-02 12:36:00,103
2019-11-02 12:38:00,46
2019-11-02 12:39:00,34
2019-11-02 12:41:00,137
2019-11-02 12:42:00,248
2019-11-02 12:43:00,177
2019-11-02 12:44:00,56
2019-11-02 12:45:00,62
2019-11-02 12:46:00,64
2019-11-02 12:47:00,15
2019-11-02 12:48:00,16
2019-11-02 12:50:00,170
2019-11-02 12:51:00,287
2019-11-02 12:52:00,82
2019-11-02 12:54:00,179
2019-11-02 12:56:00,50
2019-11-02 12:57:00,96
2019-11-02 13:01:00,236
2019-11-02 13:02:00,29
2019-11-02 13:03:00,133
2019-11-02 13:04:00,222
2019-11-02 13:05:00,15
