15,"SELECT TOP #   run,   camCol,   rerun,   field,   objID,   ra,   dec   FROM Galaxy   WHERE ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) > #   and ( flags & (dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)   | dbo.fPhotoFlags(&&&)) ) != dbo.fPhotoFlags(&&&)   and ( (flags & dbo.fPhotoFlags(&&&) = #)   and petroR5#_i > #)"
2019-11-02 00:17:00,1
2019-11-02 06:41:00,1
2019-11-02 06:43:00,1
2019-11-02 06:46:00,1
2019-11-02 06:51:00,1
2019-11-02 07:00:00,1
2019-11-02 07:17:00,1
2019-11-02 10:08:00,1
2019-11-02 10:10:00,1
2019-11-02 10:13:00,1
2019-11-02 10:18:00,1
2019-11-02 10:44:00,1
2019-11-02 21:36:00,1
2019-11-02 22:22:00,1
2019-11-02 23:01:00,1
