254,"SELECT g.objid,g.ra,g.dec,p.z,p.zErr,q.u,q.g,q.r,q.i,q.z FROM GALAXY as g JOIN PhotoZ as p ON p.objID = g.ObjID JOIN PhotoObjAll as q ON q.objID = g.objID WHERE (g.ra between # and #) and (g.dec between # and #)"
2019-11-02 03:32:00,1
2019-11-02 03:42:00,1
2019-11-02 03:49:00,1
2019-11-02 03:50:00,1
2019-11-02 03:55:00,1
2019-11-02 03:57:00,1
2019-11-02 04:00:00,1
2019-11-02 04:04:00,1
2019-11-02 08:03:00,1
2019-11-02 08:39:00,1
2019-11-02 08:43:00,1
2019-11-02 10:39:00,1
2019-11-02 13:58:00,1
2019-11-02 14:21:00,1
2019-11-02 16:43:00,1
2019-11-02 16:52:00,1
2019-11-02 16:55:00,1
2019-11-02 16:57:00,1
2019-11-02 16:58:00,1
2019-11-02 17:00:00,1
2019-11-02 17:37:00,2
2019-11-02 17:38:00,2
2019-11-02 17:40:00,1
2019-11-02 17:41:00,2
2019-11-02 17:42:00,3
2019-11-02 17:43:00,2
2019-11-02 17:44:00,2
2019-11-02 17:45:00,3
2019-11-02 17:46:00,4
2019-11-02 17:47:00,2
2019-11-02 17:49:00,1
2019-11-02 17:50:00,3
2019-11-02 17:51:00,4
2019-11-02 17:52:00,2
2019-11-02 17:53:00,5
2019-11-02 17:54:00,11
2019-11-02 18:14:00,2
2019-11-02 18:30:00,1
2019-11-02 18:32:00,1
2019-11-02 18:33:00,3
2019-11-02 18:34:00,2
2019-11-02 18:35:00,3
2019-11-02 18:36:00,6
2019-11-02 19:50:00,2
2019-11-02 20:07:00,2
2019-11-02 20:08:00,6
2019-11-02 20:09:00,5
2019-11-02 20:10:00,2
2019-11-02 20:11:00,3
2019-11-02 20:12:00,3
2019-11-02 20:13:00,4
2019-11-02 20:14:00,4
2019-11-02 20:15:00,5
2019-11-02 20:16:00,6
2019-11-02 20:17:00,8
2019-11-02 20:18:00,3
2019-11-02 20:19:00,6
2019-11-02 20:20:00,6
2019-11-02 20:21:00,3
2019-11-02 20:22:00,6
2019-11-02 20:23:00,4
2019-11-02 20:24:00,2
2019-11-02 20:25:00,1
2019-11-02 20:26:00,2
2019-11-02 20:27:00,1
2019-11-02 20:28:00,3
2019-11-02 20:29:00,4
2019-11-02 20:30:00,1
2019-11-02 20:32:00,2
2019-11-02 20:33:00,3
2019-11-02 20:34:00,6
2019-11-02 20:35:00,8
2019-11-02 20:36:00,2
2019-11-02 20:37:00,12
2019-11-02 20:38:00,14
2019-11-02 20:39:00,10
2019-11-02 20:47:00,1
2019-11-02 21:05:00,1
2019-11-02 21:06:00,1
2019-11-02 21:07:00,1
2019-11-02 21:08:00,3
2019-11-02 21:09:00,5
2019-11-02 21:12:00,1
2019-11-02 21:28:00,1
2019-11-02 21:40:00,1
2019-11-02 22:11:00,1
2019-11-02 22:40:00,1
2019-11-02 22:43:00,1
