8,"SELECT TOP #  p.objid,p.ra,p.dec,p.g,  s.specobjid, s.class, s.z as redshift FROM PhotoObj AS p  JOIN SpecObj AS s ON s.bestobjid = p.objid WHERE   p.ra BETWEEN # AND #  AND p.dec BETWEEN # AND #"
2019-11-02 03:48:00,1
2019-11-02 06:14:00,1
2019-11-02 06:15:00,1
2019-11-02 06:19:00,1
2019-11-02 06:21:00,1
2019-11-02 06:30:00,1
2019-11-02 06:32:00,1
2019-11-02 07:09:00,1
