15,"SELECT TOP # fld.run, fld.avg_sky_muJy, fld.runarea AS area, ISNULL(fp.nfirstmatch,#)  FROM (   SELECT run, sum(primaryArea) AS runarea,  #e6*avg(power(cast(#. as float),#*sky_r)) as avg_sky_muJy  FROM Field  GROUP BY run  ) AS fld  LEFT OUTER JOIN (   SELECT p.run, count(*) AS nfirstmatch  FROM FIRST AS fm  INNER JOIN photoprimary as p  ON p.objid=fm.objid  GROUP BY p.run  ) AS fp  ON fld.run=fp.run  ORDER BY fld.run"
2019-11-02 01:05:00,1
2019-11-02 02:27:00,1
2019-11-02 02:29:00,1
2019-11-02 02:32:00,1
2019-11-02 03:10:00,1
2019-11-02 03:19:00,1
2019-11-02 03:36:00,1
2019-11-02 07:06:00,1
2019-11-02 08:04:00,1
2019-11-02 08:09:00,1
2019-11-02 08:18:00,1
2019-11-02 08:35:00,1
2019-11-02 21:31:00,1
2019-11-02 22:23:00,1
2019-11-02 23:01:00,1
