121,"SELECT TOP # rerun, camcol, field FROM PhotoObj WHERE ra BETWEEN # and # AND dec BETWEEN # and #"
2019-11-02 05:25:00,3
2019-11-02 06:25:00,5
2019-11-02 07:30:00,1
2019-11-02 08:30:00,3
2019-11-02 09:05:00,1
2019-11-02 10:35:00,11
2019-11-02 11:45:00,1
2019-11-02 13:30:00,1
2019-11-02 14:10:00,1
2019-11-02 14:16:00,3
2019-11-02 14:25:00,1
2019-11-02 15:20:00,1
2019-11-02 15:30:00,27
2019-11-02 15:31:00,24
2019-11-02 15:32:00,12
2019-11-02 15:50:00,1
2019-11-02 15:53:00,1
2019-11-02 15:54:00,1
2019-11-02 17:20:00,1
2019-11-02 17:24:00,15
2019-11-02 17:50:00,1
2019-11-02 17:51:00,2
2019-11-02 17:54:00,4
