13,"SELECT ra, dec, type, modelMag_u, modelMag_g, modelMag_r, modelMag_i, modelMag_z, modelMagErr_u, modelMagErr_g, modelMagErr_r, modelMagErr_i, modelMagErr_z, psfMag_r, type_r, psfMagErr_r FROM PhotoPrimary WHERE (ra between # and #) and (dec between # and #)"
2019-11-02 14:39:00,1
2019-11-02 15:00:00,1
2019-11-02 15:05:00,1
2019-11-02 15:09:00,1
2019-11-02 15:15:00,1
2019-11-02 15:20:00,1
2019-11-02 15:25:00,1
2019-11-02 15:30:00,1
2019-11-02 15:34:00,1
2019-11-02 15:37:00,1
2019-11-02 15:45:00,1
2019-11-02 15:50:00,1
2019-11-02 15:54:00,1
